Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
11th May'26,VTL,midcap,4.3,58.96,67.13,textiles,Screener 1,,,
11th May'26,SMSPHARMA,smallcap,0.721,56.0,74.58,healthcare,Screener 1,,,
11th May'26,NIVABUPA,,3.72,,,,Tiger breakouts,50.89,midcap,financials
11th May'26,PPAP,,3.4,,,,Tiger breakouts,7.35,smallcap,auto
11th May'26,INSPIRISYS,,4.78,,,,Tiger breakouts,6.62,smallcap,i.t
11th May'26,JKPAPER,,3.29,,,,Tiger breakouts,6.44,midcap,building materials
11th May'26,DICIND,,-1.4,,,,Tiger breakouts,6.09,smallcap,chemicals
11th May'26,DLINKINDIA,,2.35,,,,Tiger breakouts,5.88,smallcap,services
11th May'26,TEXINFRA,,1.41,,,,Tiger breakouts,5.71,smallcap,realty
11th May'26,CREST,,-2.95,,,,Tiger breakouts,4.54,smallcap,financials
11th May'26,TIIL,,3.13,,,,Tiger breakouts,3.84,midcap,metals & mining
11th May'26,BIOCON,,2.64,,,,Tiger breakouts,3.62,largecap,healthcare
11th May'26,JSWINFRA,,1.3,,,,Tiger breakouts,2.81,largecap,transportation
11th May'26,ENDURANCE,,3.95,,,,Tiger breakouts,2.8,largecap,auto
11th May'26,ACI,,2.55,,,,Tiger breakouts,2.42,midcap,chemicals
11th May'26,TORNTPHARM,,3.11,,,,Tiger breakouts,2.27,largecap,healthcare
