symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
KPIL,44.0,18,10,8,6,0.0,10.92,45.12,Rising,7.256726521670198,False,False,True,80.76967593665518,71.66666666666667,Buy,1365.699951171875
AURUM,52.0,18,10,1,0,0.0,0.13,0.0,Stable,7.592112632952008,False,False,False,86.43375326082267,67.5,Buy,197.41000366210938
BHARATGEAR,52.0,18,10,1,0,0.0,1.41,0.03,Rising,18.212161582399467,False,False,False,96.8790133231896,67.5,Buy,131.0500030517578
STCINDIA,52.0,18,10,1,0,0.0,0.0,0.47,Rising,8.484074618912562,False,False,False,90.642497191584,67.5,Buy,127.73999786376953
MMTC,52.0,18,10,1,0,0.0,0.13,1.77,Rising,17.08145772968852,False,False,False,96.36305504868233,67.5,Buy,75.73999786376953
MUKKA,44.0,15,10,1,0,0.0,1.7,0.0,Rising,18.596990609720265,False,False,False,78.19184068835409,58.333333333333336,Watch,25.190000534057617
PHOENIXLTD,18.0,18,10,8,6,0.0,32.97,16.14,Rising,5.805063308291536,False,False,True,92.23243991323554,50.0,Watch,1868.199951171875
VARROC,18.0,18,10,5,6,0.0,4.45,11.35,Stable,8.328990862025298,False,False,True,75.16363895499673,47.5,Avoid,623.0
CHAMBLFERT,12.0,22,10,6,6,0.0,15.1,5.4,Rising,2.5855765228361083,False,False,True,83.38652961091037,46.666666666666664,Avoid,490.0
MTARTECH,14.0,22,10,8,0,0.0,17.31,27.66,Rising,8.330401744881444,False,False,False,64.08749859244097,45.0,Avoid,7698.5
CAPITALSFB,12.0,18,10,8,6,0.0,0.55,28.06,Rising,7.1765985188773085,False,False,True,89.20714778740701,45.0,Avoid,294.95001220703125
GENUSPOWER,12.0,18,10,6,6,0.0,18.89,3.34,Rising,6.681805682505915,False,False,True,90.34068505571908,43.333333333333336,Avoid,328.8999938964844
POKARNA,18.0,18,10,6,0,0.0,6.9,15.97,Rising,11.84469639327732,False,False,False,78.92071848077434,43.333333333333336,Avoid,908.8499755859375
MEDANTA,12.0,18,10,6,6,0.0,10.15,14.76,Stable,0.8649510882037914,False,False,True,79.35573508535497,43.333333333333336,Avoid,1236.0999755859375
HCC,18.0,18,10,5,0,0.0,10.92,4.11,Stable,14.049214031565715,False,False,False,81.30796075048387,42.5,Avoid,25.489999771118164
MGL,8.0,18,10,8,6,0.0,24.13,21.01,Stable,9.726975991294529,False,False,True,62.64088459952794,41.66666666666667,Avoid,1185.5999755859375
SUZLON,8.0,18,10,8,6,0.0,23.85,9.18,Stable,7.100584703910928,False,False,True,64.24879336346679,41.66666666666667,Avoid,57.91999816894531
ASHIANA,12.0,22,10,5,0,0.0,8.29,8.07,Rising,9.38993330060509,False,False,False,84.11894982216482,40.833333333333336,Avoid,389.1000061035156
NAZARA,12.0,22,10,5,0,0.0,13.3,2.16,Stable,7.572773982869174,False,False,False,80.43597338368228,40.833333333333336,Avoid,301.1499938964844
MAXESTATES,12.0,18,10,8,0,0.0,25.88,7.65,Stable,3.2327314560095965,False,False,False,75.49645034585205,40.0,Avoid,456.6499938964844
AVL,12.0,18,10,8,0,0.0,16.18,19.57,Rising,10.37639887203241,False,False,False,74.23633297403678,40.0,Avoid,590.9000244140625
GNFC,8.0,18,10,6,6,0.0,12.05,11.07,Rising,8.600077221342396,False,False,True,60.70885654637256,40.0,Avoid,536.0499877929688
VIJAYA,12.0,18,10,8,0,0.0,13.38,29.93,Declining,2.276130229617568,False,False,False,77.96459215503513,40.0,Avoid,1298.5999755859375
RML,12.0,18,10,1,6,0.0,0.06,0.97,Rising,7.915608088539905,False,False,True,82.11044335800369,39.166666666666664,Avoid,979.5499877929688
PRESTIGE,10.0,18,10,8,0,0.0,14.2,22.6,Rising,14.540660812194094,False,False,False,69.97242781349735,38.333333333333336,Avoid,1521.0999755859375
STAR,12.0,15,10,8,0,0.0,28.68,14.44,Rising,12.727452199059464,False,False,False,70.05828974797424,37.5,Avoid,1102.699951171875
PRAKASH,10.0,18,10,1,6,0.0,3.89,0.01,Rising,7.709832517221127,False,False,True,65.60036418682927,37.5,Avoid,151.3000030517578
NCLIND,12.0,18,10,1,0,0.0,3.87,0.2,Rising,7.186647565479798,False,False,False,72.8556814057681,34.166666666666664,Avoid,195.8300018310547
KANORICHEM,12.0,18,10,1,0,0.0,0.04,0.08,Rising,15.888892279730893,False,False,False,78.63565027354464,34.166666666666664,Avoid,104.30000305175781
PREMIERPOL,4.0,18,10,1,6,0.0,0.07,1.02,Rising,3.530045056103459,False,False,True,53.085252435128226,32.5,Avoid,57.189998626708984
KRISHANA,4.0,15,10,1,6,0.0,0.26,0.0,Stable,2.2689670301934584,False,False,True,54.5581014114586,30.0,Avoid,680.5999755859375
MARINE,4.0,18,10,1,0,0.0,0.59,0.34,Stable,9.389368931983078,False,False,False,45.902449995284286,27.500000000000004,Avoid,261.54998779296875
PRECWIRE,4.0,12,10,1,0,0.0,1.65,0.11,Stable,7.505711678116378,False,False,False,46.2091890549702,22.5,Avoid,423.25
