Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
20th May'26,GVT&D,largecap,6.71,63.83,83.77,industrials,Screener 1,,,
20th May'26,KTKBANK,midcap,6.48,61.09,65.19,bank,Screener 1,,,
20th May'26,CUMMINSIND,largecap,2.77,60.65,72.52,industrials,Screener 1,,,
20th May'26,CGPOWER,largecap,4.13,60.56,64.61,industrials,Screener 1,,,
20th May'26,HINDALCO,largecap,3.55,60.43,73.18,metals & mining,Screener 1,,,
20th May'26,GPIL,midcap,5.27,59.71,68.77,metals & mining,Screener 1,,,
20th May'26,SPORTKING,smallcap,7.37,58.95,66.81,textiles,Screener 1,,,
20th May'26,SMSPHARMA,smallcap,3.42,58.42,74.98,healthcare,Screener 1,,,
20th May'26,SANSERA,midcap,3.74,57.33,71.67,auto,Screener 1,,,
20th May'26,HAPPYFORGE,midcap,0.605,56.26,62.59,industrials,Screener 1,,,
20th May'26,PRECWIRE,midcap,3.85,56.02,75.3,metals & mining,Screener 1,,,
20th May'26,CUPID,midcap,4.46,55.48,81.84,fmcg,Screener 1,,,
20th May'26,CENTUM,smallcap,3.06,55.31,66.7,consumer discretionary,Screener 1,,,
20th May'26,NGLFINE,smallcap,5.86,55.14,62.89,healthcare,Screener 1,,,
20th May'26,GPIL,,5.27,,,,Tiger breakouts,28.69,midcap,metals & mining
20th May'26,CARYSIL,,11.17,,,,Tiger breakouts,20.2,smallcap,consumer discretionary
20th May'26,KDDL,,20.0,,,,Tiger breakouts,11.72,smallcap,consumer discretionary
20th May'26,JAYBARMARU,,20.0,,,,Tiger breakouts,10.62,smallcap,auto
20th May'26,NDLVENTURE,,7.72,,,,Tiger breakouts,10.53,smallcap,financials
20th May'26,TIMKEN,,3.34,,,,Tiger breakouts,8.63,largecap,industrials
20th May'26,TATACOMM,,7.83,,,,Tiger breakouts,7.81,largecap,telecom-service
20th May'26,ZYDUSLIFE,,2.15,,,,Tiger breakouts,7.19,largecap,healthcare
20th May'26,DJML,,1.18,,,,Tiger breakouts,6.92,smallcap,transportation
20th May'26,FAZE3Q,,4.99,,,,Tiger breakouts,5.95,smallcap,textiles
20th May'26,SONAMLTD,,10.85,,,,Tiger breakouts,5.91,smallcap,consumer discretionary
20th May'26,ELGIEQUIP,,4.46,,,,Tiger breakouts,4.58,midcap,industrials
20th May'26,SOUTHBANK,,6.84,,,,Tiger breakouts,3.51,midcap,bank
20th May'26,WANBURY,,4.96,,,,Tiger breakouts,3.25,smallcap,healthcare
20th May'26,DIVISLAB,,-0.275,,,,Tiger breakouts,3.12,largecap,healthcare
20th May'26,DBSTOCKBRO,,5.63,,,,Tiger breakouts,3.07,smallcap,financials
20th May'26,MOTHERSON,,0.517,,,,Tiger breakouts,2.84,largecap,auto
20th May'26,AKASH,,2.61,,,,Tiger breakouts,2.77,smallcap,realty
20th May'26,HINDALCO,,3.55,,,,Tiger breakouts,2.62,largecap,metals & mining
20th May'26,PANAMAPET,,5.46,,,,Tiger breakouts,2.62,smallcap,energy
