Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
23rd Jun'26,AARVI,smallcap,8.14,64.61,60.02,miscellaneous,Screener 1,,,
23rd Jun'26,GLAND,largecap,5.1,61.92,61.54,healthcare,Screener 1,,,
23rd Jun'26,BBOX,midcap,2.57,57.91,74.44,i.t,Screener 1,,,
23rd Jun'26,TORNTPHARM,largecap,1.5,57.58,75.5,healthcare,Screener 1,,,
23rd Jun'26,IPCALAB,largecap,1.42,57.54,61.08,healthcare,Screener 1,,,
23rd Jun'26,20MICRONS,,9.55,,,,Tiger breakouts,45.54,smallcap,metals & mining
23rd Jun'26,COSMOFIRST,,5.46,,,,Tiger breakouts,13.81,smallcap,industrials
23rd Jun'26,GINNIFILA,,11.02,,,,Tiger breakouts,7.52,smallcap,textiles
23rd Jun'26,UMIYA-MRO,,5.5,,,,Tiger breakouts,7.1,smallcap,telecom
23rd Jun'26,CAPACITE,,1.83,,,,Tiger breakouts,6.89,smallcap,realty
23rd Jun'26,NEULANDLAB,,5.1,,,,Tiger breakouts,6.62,largecap,healthcare
23rd Jun'26,ZFCVINDIA,,3.17,,,,Tiger breakouts,5.04,largecap,auto
23rd Jun'26,BANSALWIRE,,2.84,,,,Tiger breakouts,3.76,smallcap,metals & mining
23rd Jun'26,AARVI,,8.14,,,,Tiger breakouts,3.75,smallcap,miscellaneous
23rd Jun'26,CIPLA,,1.23,,,,Tiger breakouts,3.56,largecap,healthcare
23rd Jun'26,ALIVUS,,3.51,,,,Tiger breakouts,3.53,midcap,healthcare
23rd Jun'26,CHEMCON,,4.35,,,,Tiger breakouts,3.53,smallcap,chemicals
23rd Jun'26,SAMHI,,0.754,,,,Tiger breakouts,3.51,smallcap,services
23rd Jun'26,SRM,,2.22,,,,Tiger breakouts,3.27,smallcap,realty
23rd Jun'26,TPLPLASTEH,,1.29,,,,Tiger breakouts,2.85,smallcap,industrials
23rd Jun'26,MAHSEAMLES,,1.0,,,,Tiger breakouts,2.78,midcap,industrials
23rd Jun'26,3MINDIA,,0.87,,,,Tiger breakouts,2.76,largecap,miscellaneous
23rd Jun'26,HITECH,,0.952,,,,Tiger breakouts,2.68,smallcap,metals & mining
23rd Jun'26,PRESTIGE,,0.013,,,,Tiger breakouts,2.53,largecap,realty
23rd Jun'26,SAILIFE,,1.31,,,,Tiger breakouts,2.35,largecap,healthcare
23rd Jun'26,WEALTH,,1.81,,,,Tiger breakouts,2.29,smallcap,financials
23rd Jun'26,COMSYN,,-0.148,,,,Tiger breakouts,1.43,smallcap,industrials
