Date,Symbol,Price,% change,Roc 10days,Rsi 14,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
26th Aug'26 3:29:00,OAL,401.25,14.86,10.05,66.45,M Swing scan,,,,,,,,
26th Aug'26 3:29:00,BAFNAPH,280.6,5.0,4.58,67.15,M Swing scan,,,,,,,,
26th Aug'26 3:29:00,ARMANFIN,1977.8,3.67,-1.65,54.54,M Swing scan,,,,,,,,
26th Aug'26 3:29:00,HIRECT,1246.8,0.923,0.354,49.05,M Swing scan,,,,,,,,
26th Aug'26 3:29:00,MINDACORP,707.5,0.561,-3.91,48.38,M Swing scan,,,,,,,,
26th Aug'26 3:29:00,SHAILY,3238.3,0.332,-5.7,53.02,M Swing scan,,,,,,,,
26th Aug'26 3:29:00,ABB,7609.0,-0.236,-1.31,55.98,M Swing scan,,,,,,,,
26th Aug'26 3:29:00,HESTERBIO,2354.4,-2.78,-4.5,45.65,M Swing scan,,,,,,,,
26th Aug'26 3:29:00,ARMANFIN,,,-1.65,54.54,RSI 5 SWING TRADE STRATEGY,3.67,1.9,63.16,,,,,
26th Aug'26 3:29:00,IRMENERGY,,,-2.59,56.64,RSI 5 SWING TRADE STRATEGY,3.6,11.63,54.93,,,,,
26th Aug'26 3:29:00,TCIEXP,,,0.128,49.65,RSI 5 SWING TRADE STRATEGY,3.37,1.51,50.37,,,,,
26th Aug'26 3:29:00,APLLTD,,,-2.0,52.85,RSI 5 SWING TRADE STRATEGY,2.7,3.48,56.26,,,,,
26th Aug'26 3:29:00,ASKAUTOLTD,,,-5.25,57.07,RSI 5 SWING TRADE STRATEGY,1.95,16.84,72.31,,,,,
26th Aug'26 3:29:00,SUMICHEM,,,-3.09,49.77,RSI 5 SWING TRADE STRATEGY,1.72,3.95,57.9,,,,,
26th Aug'26 3:29:00,TATVA,,,-7.25,47.04,RSI 5 SWING TRADE STRATEGY,1.61,-10.17,62.31,,,,,
26th Aug'26 3:29:00,RAJRATAN,,,-4.39,47.04,RSI 5 SWING TRADE STRATEGY,1.23,0.151,58.94,,,,,
26th Aug'26 3:29:00,BHARATSE,,,-4.48,47.87,RSI 5 SWING TRADE STRATEGY,1.11,1.39,57.11,,,,,
26th Aug'26 3:29:00,KECL,,,-10.36,45.75,RSI 5 SWING TRADE STRATEGY,1.09,-5.33,56.86,,,,,
26th Aug'26 3:29:00,MINDACORP,,,-3.91,48.38,RSI 5 SWING TRADE STRATEGY,0.561,0.934,65.2,,,,,
26th Aug'26 3:29:00,SMCGLOBAL,,,0.278,51.45,RSI 5 SWING TRADE STRATEGY,0.482,-1.94,56.96,,,,,
26th Aug'26 3:29:00,SHAILY,,,-5.7,53.02,RSI 5 SWING TRADE STRATEGY,0.332,5.78,65.22,,,,,
26th Aug'26 3:29:00,JAYNECOIND,,,,,Turtle strategy,,,,midcap,1.34,66.42,64.2,metals & mining
26th Aug'26 3:29:00,WABAG,,,,,Turtle strategy,,,,midcap,6.62,64.17,69.67,realty
26th Aug'26 3:29:00,SHYAMMETL,,,,,Turtle strategy,,,,largecap,3.41,61.98,65.45,metals & mining
26th Aug'26 3:29:00,DYCL,,,,,Turtle strategy,,,,smallcap,7.16,61.01,60.27,industrials
26th Aug'26 3:29:00,MEDANTA,,,,,Turtle strategy,,,,largecap,3.88,61.0,63.97,healthcare
26th Aug'26 3:29:00,ROSSTECH,,,,,Turtle strategy,,,,smallcap,4.72,58.98,69.45,aerospace & defence
26th Aug'26 3:29:00,JGCHEM,,,,,Turtle strategy,,,,smallcap,3.26,58.73,68.63,chemicals
26th Aug'26 3:29:00,STOVEKRAFT,,,,,Turtle strategy,,,,smallcap,2.67,58.6,60.97,consumer discretionary
26th Aug'26 3:29:00,CRAFTSMAN,,,,,Turtle strategy,,,,largecap,1.58,58.2,77.4,auto
26th Aug'26 3:29:00,ASKAUTOLTD,,,,,Turtle strategy,,,,midcap,1.95,57.07,69.06,auto
26th Aug'26 3:29:00,HINDCOPPER,,,,,Turtle strategy,,,,largecap,4.39,56.41,62.27,metals & mining
26th Aug'26 3:29:00,SOTL,,,,,Turtle strategy,,,,smallcap,3.16,56.24,70.87,energy
26th Aug'26 3:29:00,STEELCAS,,,,,Turtle strategy,,,,smallcap,1.39,56.2,75.86,industrials
26th Aug'26 3:29:00,ZYDUSLIFE,,,,,Turtle strategy,,,,largecap,2.27,55.54,68.05,healthcare
26th Aug'26 3:29:00,BALRAMCHIN,,,,,Turtle strategy,,,,midcap,0.935,55.28,67.8,fmcg
26th Aug'26 3:29:00,THYROCARE,,,,,Turtle strategy,,,,midcap,1.54,55.22,69.91,healthcare
26th Aug'26 3:29:00,RUBYMILLS,,,,,Turtle strategy,,,,smallcap,2.73,55.18,72.5,textiles
