Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
16th Jun'26,ASHIANA,smallcap,6.87,67.17,62.34,realty,Screener 1,,,
16th Jun'26,MTARTECH,largecap,4.83,57.32,85.36,aerospace & defence,Screener 1,,,
16th Jun'26,KRISHANA,smallcap,0.599,55.53,74.27,chemicals,Screener 1,,,
16th Jun'26,VIJAYA,midcap,1.2,55.48,66.18,healthcare,Screener 1,,,
16th Jun'26,PRECWIRE,midcap,4.82,55.48,80.54,metals & mining,Screener 1,,,
16th Jun'26,STAR,midcap,1.6,55.06,73.15,healthcare,Screener 1,,,
16th Jun'26,BHARATGEAR,,14.93,,,,Tiger breakouts,91.05,smallcap,auto
16th Jun'26,KPIL,,4.74,,,,Tiger breakouts,16.06,largecap,realty
16th Jun'26,RML,,5.47,,,,Tiger breakouts,11.98,smallcap,auto
16th Jun'26,GNFC,,5.12,,,,Tiger breakouts,6.65,midcap,chemicals
16th Jun'26,MMTC,,7.91,,,,Tiger breakouts,6.48,midcap,services
16th Jun'26,STCINDIA,,2.72,,,,Tiger breakouts,5.44,smallcap,services
16th Jun'26,VARROC,,6.86,,,,Tiger breakouts,5.23,midcap,auto
16th Jun'26,ASHIANA,,6.87,,,,Tiger breakouts,4.67,smallcap,realty
16th Jun'26,PRAKASH,,0.106,,,,Tiger breakouts,4.32,smallcap,metals & mining
16th Jun'26,NCLIND,,4.94,,,,Tiger breakouts,4.23,smallcap,building materials
16th Jun'26,CHAMBLFERT,,3.35,,,,Tiger breakouts,4.05,midcap,chemicals
16th Jun'26,SUZLON,,4.23,,,,Tiger breakouts,3.88,largecap,industrials
16th Jun'26,MUKKA,,4.35,,,,Tiger breakouts,3.22,smallcap,fmcg
16th Jun'26,CAPITALSFB,,1.72,,,,Tiger breakouts,3.2,smallcap,bank
16th Jun'26,AVL,,4.14,,,,Tiger breakouts,3.14,midcap,consumer discretionary
16th Jun'26,NAZARA,,3.51,,,,Tiger breakouts,2.95,midcap,i.t
16th Jun'26,MARINE,,6.04,,,,Tiger breakouts,2.9,smallcap,industrials
16th Jun'26,MAXESTATES,,4.64,,,,Tiger breakouts,2.85,midcap,realty
16th Jun'26,PREMIERPOL,,2.14,,,,Tiger breakouts,2.81,smallcap,plastic products
16th Jun'26,MEDANTA,,1.33,,,,Tiger breakouts,2.81,largecap,healthcare
16th Jun'26,HCC,,6.79,,,,Tiger breakouts,2.71,midcap,realty
16th Jun'26,MGL,,4.09,,,,Tiger breakouts,2.64,midcap,energy
16th Jun'26,PHOENIXLTD,,1.15,,,,Tiger breakouts,2.59,largecap,realty
16th Jun'26,POKARNA,,4.38,,,,Tiger breakouts,2.58,smallcap,consumer discretionary
16th Jun'26,GENUSPOWER,,2.56,,,,Tiger breakouts,2.57,midcap,consumer discretionary
16th Jun'26,AURUM,,2.66,,,,Tiger breakouts,2.51,smallcap,i.t
16th Jun'26,PRESTIGE,,3.3,,,,Tiger breakouts,2.47,largecap,realty
16th Jun'26,KANORICHEM,,2.57,,,,Tiger breakouts,2.46,smallcap,chemicals
