Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
7th Jul'26,NRBBEARING,smallcap,3.25,60.07,67.13,industrials,Screener 1,,,
7th Jul'26,TMB,midcap,1.18,56.71,70.29,bank,Screener 1,,,
7th Jul'26,VENUSREM,smallcap,4.34,56.39,82.45,healthcare,Screener 1,,,
7th Jul'26,INDBANK,,4.01,,,,Tiger breakouts,13.68,smallcap,financials
7th Jul'26,RITES,,8.92,,,,Tiger breakouts,9.17,midcap,miscellaneous
7th Jul'26,DATAMATICS,,2.11,,,,Tiger breakouts,7.5,smallcap,i.t
7th Jul'26,DHANBANK,,7.1,,,,Tiger breakouts,6.95,smallcap,bank
7th Jul'26,HLEGLAS,,4.38,,,,Tiger breakouts,5.82,smallcap,industrials
7th Jul'26,ASKAUTOLTD,,3.19,,,,Tiger breakouts,5.51,midcap,auto
7th Jul'26,TITAN,,2.67,,,,Tiger breakouts,4.63,largecap,consumer discretionary
7th Jul'26,RAJRATAN,,2.6,,,,Tiger breakouts,3.18,smallcap,metals & mining
7th Jul'26,VINCOFE,,5.05,,,,Tiger breakouts,3.03,smallcap,consumer discretionary
7th Jul'26,EQUITASBNK,,2.19,,,,Tiger breakouts,2.92,midcap,bank
7th Jul'26,SOUTHBANK,,1.73,,,,Tiger breakouts,2.81,midcap,bank
7th Jul'26,NIVABUPA,,0.981,,,,Tiger breakouts,2.51,midcap,financials
