symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
NYKAA,28,20,10,10,6,0.0,12.4,25.35,Rising,1.6684956323047118,False,False,True,83.62449910537454,61.66666666666667,Watch,277.25
MINDACORP,25,25,10,10,0,0.0,8.8,18.82,Rising,11.506753010069048,False,False,False,79.03088679992656,58.333333333333336,Watch,574.6500244140625
PAGEIND,25,25,10,10,0,0.0,19.0,32.5,Rising,5.199306759098787,False,False,False,89.76538386711746,58.333333333333336,Watch,39455.0
3MINDIA,28,20,10,4,6,0.0,3.52,8.34,Rising,5.078063396940546,False,False,True,89.32592915587247,56.666666666666664,Watch,33315.0
OCCLLTD,28,25,10,2,0,0.0,0.14,4.75,Rising,27.12346608334979,False,False,False,79.73271172746567,54.166666666666664,Watch,116.13999938964844
AGARWALEYE,19,20,10,10,6,0.0,57.94,7.83,Rising,8.450227625229779,False,False,True,64.47764718294468,54.166666666666664,Watch,479.3500061035156
TECHNOE,25,20,10,10,0,0.0,8.65,22.72,Rising,12.521079258010115,False,False,False,81.2865946727847,54.166666666666664,Watch,1334.5
HONAUT,28,25,10,2,0,0.0,3.74,0.0,Rising,23.426878159316722,False,False,False,93.9569200094231,54.166666666666664,Watch,35405.0
DJML,25,20,10,2,6,0.0,0.05,0.0,Rising,1.69864220460616,False,False,True,68.97853384647185,52.5,Watch,96.98999786376953
ABCAPITAL,17,20,10,8,6,0.0,7.01,13.71,Rising,2.0565500039792184,False,False,True,66.26984419646995,50.83333333333333,Watch,357.29998779296875
NGLFINE,28,20,10,2,0,0.0,0.03,0.0,Rising,21.601919701848505,False,False,False,82.59710103780615,50.0,Watch,2735.800048828125
FAZE3Q,22,25,10,2,0,0.0,0.14,0.77,Rising,11.12262240482873,False,False,False,63.45964439375875,49.166666666666664,Avoid,482.54998779296875
BANSWRAS,20,20,10,2,6,0.0,7.91,0.0,Stable,7.645514245478546,False,False,True,71.00519146934863,48.333333333333336,Avoid,127.41999816894531
XPROINDIA,20,20,10,6,0,0.0,13.89,2.89,Rising,8.402418546868805,False,False,False,70.18223080518587,46.666666666666664,Avoid,1150.800048828125
REDTAPE,19,22,10,4,0,0.0,3.81,11.01,Stable,5.41752398373172,False,False,False,56.50673891242827,45.83333333333333,Avoid,134.07000732421875
RBLBANK,11,17,10,10,6,0.0,20.23,42.97,Stable,2.6873463869709457,False,False,True,57.4368342486012,45.0,Avoid,334.3500061035156
HINDZINC,10,25,10,2,0,0.0,2.39,4.84,Declining,-0.667714061272584,False,False,False,54.34894643943967,39.166666666666664,Avoid,632.25
NARMADA,13,20,10,2,0,0.0,0.54,8.96,Stable,7.7033292739359105,False,False,False,59.96666620665096,37.5,Avoid,37.61000061035156
LUMAXIND,13,20,10,2,0,0.0,1.63,6.07,Rising,9.337466098411461,False,False,False,33.155309882069986,37.5,Avoid,5644.0
NESTLEIND,8,8,10,8,6,0.0,9.74,12.4,Stable,-0.6006828161793432,False,False,True,31.24143449452005,33.33333333333333,Avoid,1423.0999755859375
PARAS,10,13,10,2,0,0.0,5.06,1.24,Declining,9.205838656551801,False,False,False,30.10631367906968,29.166666666666668,Avoid,812.0
