symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
GRASIM,44.0,18,10,8,6,0.0,14.63,16.13,Stable,0.06082725060827521,False,False,True,73.03452443339039,71.66666666666667,Buy,3290.0
ICIL,52.0,18,10,5,0,0.0,10.14,5.82,Declining,1.057160403129842,False,False,False,92.83517448544173,70.83333333333334,Buy,434.95001220703125
SECMARK,52.0,18,10,1,0,0.0,0.0,0.0,Rising,20.08729964967757,False,False,False,94.58576745791122,67.5,Buy,151.30999755859375
IKIO,52.0,15,10,1,0,0.0,0.69,0.88,Rising,10.136561638547793,False,False,False,90.25367455168882,65.0,Buy,213.72000122070312
PRECWIRE,44.0,18,10,1,0,0.0,2.47,0.15,Rising,18.249626043184808,False,False,False,79.11728092649581,60.83333333333333,Watch,507.3500061035156
ACMESOLAR,26.0,18,10,6,6,0.0,4.39,19.1,Declining,-3.7761168079992635,False,False,True,78.54025333713075,55.00000000000001,Watch,393.70001220703125
IIFL,18.0,15,10,8,0,0.0,23.86,7.5,Stable,-5.334581147569573,False,False,False,57.267911942241604,42.5,Avoid,659.25
SHRIPISTON,13.0,22,10,6,0,0.0,8.39,16.0,Rising,-3.678259386515137,False,False,False,57.19918717242605,42.5,Avoid,4572.2001953125
MINDACORP,10.0,12,10,8,6,0.0,9.3,17.87,Declining,-2.3821132194287387,False,False,True,66.23274861041546,38.333333333333336,Avoid,702.7999877929688
APCOTEXIND,10.0,18,10,1,6,0.0,0.69,1.91,Declining,1.0423420061846045,False,False,True,65.667414058732,37.5,Avoid,625.25
SMARTLINK,4.0,18,10,1,12,0.0,0.0,0.0,Declining,0.5492582934690571,False,True,True,35.619735258724425,37.5,Avoid,227.0
JSWINFRA,4.0,18,10,6,6,0.0,11.21,9.19,Stable,0.8083480015651734,False,False,True,54.98900670377069,36.666666666666664,Avoid,342.95001220703125
ADOR,12.0,18,10,3,0,0.0,1.05,10.47,Stable,0.6275348233461431,False,False,False,73.32412235142249,35.833333333333336,Avoid,1635.5999755859375
UFBL,6.0,18,10,8,0,0.0,10.55,17.22,Stable,-8.848979453889228,False,False,False,58.03650324507146,35.0,Avoid,763.7999877929688
AURUM,10.0,18,10,1,0,0.0,0.42,0.0,Rising,0.348881235724674,False,False,False,65.6802585299037,32.5,Avoid,232.97999572753906
NRBBEARING,8.0,12,10,8,0,0.0,18.92,13.85,Declining,-2.3495203292941413,False,False,False,61.20027922482559,31.666666666666664,Avoid,469.6499938964844
LAXMIINDIA,18.0,9,10,1,0,0.0,1.4,5.32,Stable,0.6294828012169962,False,False,False,58.99724821576563,31.666666666666664,Avoid,126.29000091552734
JUSTDIAL,4.0,15,10,3,6,0.0,3.21,9.87,Rising,5.955331206702508,False,False,True,51.31720634438026,31.666666666666664,Avoid,704.5499877929688
AJANTPHARM,4.0,9,10,8,6,0.0,7.68,21.8,Declining,-0.6396799622457983,False,False,True,19.552354100884838,30.833333333333336,Avoid,3557.0
SMCGLOBAL,4.0,15,10,1,6,0.0,2.14,0.0,Declining,-0.6647515193479725,False,False,True,45.71760050891501,30.0,Avoid,79.19999694824219
SSWL,4.0,12,10,3,6,0.0,8.6,3.15,Stable,0.2714583508081958,False,False,True,34.897397115391314,29.166666666666668,Avoid,295.5
INNOVACAP,4.0,15,10,6,0,0.0,0.34,19.92,Stable,-0.7478550281759033,False,False,False,54.290235058099526,29.166666666666668,Avoid,1055.0999755859375
GRWRHITECH,4.0,18,10,3,0,0.0,4.22,6.35,Rising,-0.13822655332089706,False,False,False,38.83295490605042,29.166666666666668,Avoid,7224.5
SOTL,4.0,18,10,3,0,0.0,1.02,13.18,Stable,1.6720481986168823,False,False,False,46.23234553265736,29.166666666666668,Avoid,693.2000122070312
GRAPHITE,4.0,9,10,5,6,0.0,6.04,10.23,Stable,-3.1652173913043424,False,False,True,44.53088043812208,28.333333333333332,Avoid,696.0
KAPSTON,4.0,18,10,1,0,0.0,0.01,0.0,Stable,9.176102866042601,False,False,False,44.00134281537636,27.500000000000004,Avoid,559.2000122070312
ARMANFIN,4.0,18,10,1,0,0.0,3.08,4.85,Rising,4.083090757314989,False,False,False,34.00778511104419,27.500000000000004,Avoid,2034.199951171875
MANCREDIT,4.0,18,10,1,0,0.0,0.12,0.01,Stable,11.238372395869023,False,False,False,51.11026411560019,27.500000000000004,Avoid,247.64999389648438
PODDARMENT,4.0,12,10,1,6,0.0,0.0,0.23,Declining,-0.7905138339920903,False,False,True,26.680078760380106,27.500000000000004,Avoid,251.0
SANGAMIND,6.0,15,10,1,0,0.0,2.5,0.09,Rising,7.398513289601616,False,False,False,58.611675504237084,26.666666666666668,Avoid,603.1500244140625
STYLAMIND,4.0,9,10,3,6,0.0,2.62,12.14,Declining,-1.838686669362788,False,False,True,31.570082425111202,26.666666666666668,Avoid,3507.5
SHAILY,4.0,9,10,8,0,0.0,18.18,14.84,Stable,0.04894314402004163,False,False,False,26.310279977750113,25.833333333333336,Avoid,3270.39990234375
TATATECH,4.0,12,10,3,0,0.0,6.3,4.48,Rising,4.620686593847956,False,False,False,49.732446183124544,24.166666666666668,Avoid,834.3499755859375
ASKAUTOLTD,4.0,9,10,6,0,0.0,9.5,10.97,Declining,2.876170047072635,False,False,False,37.03843921222823,24.166666666666668,Avoid,633.0999755859375
CHEVIOT,6.0,12,10,1,0,0.0,0.29,0.0,Declining,-2.117814645296945,False,False,False,55.12864790191677,24.166666666666668,Avoid,1141.5999755859375
DIACABS,4.0,9,10,5,0,0.0,4.56,10.94,Rising,-1.0758828366969175,False,False,False,34.351809652138584,23.333333333333332,Avoid,349.3999938964844
PGIL,4.0,5,10,8,0,0.0,6.82,19.16,Stable,-2.4407682124412466,False,False,False,36.743240059031926,22.5,Avoid,2314.300048828125
FILATEX,4.0,12,10,1,0,0.0,4.03,2.84,Rising,-6.1392069895962464,False,False,False,52.80706891218063,22.5,Avoid,78.88999938964844
MANUGRAPH,6.0,9,10,1,0,0.0,0.0,0.0,Declining,-3.3291440353722113,False,False,False,57.57040201980968,21.666666666666668,Avoid,15.390000343322754
MONARCH,4.0,9,10,1,0,0.0,2.77,0.15,Stable,-2.1309724401199603,False,False,False,17.069606365360677,20.0,Avoid,376.6000061035156
SAHYADRI,8.0,5,10,1,0,0.0,0.01,0.01,Declining,-2.177934205404808,False,False,False,61.53760177746468,20.0,Avoid,343.6000061035156
RAJRATAN,4.0,9,10,1,0,0.0,0.83,8.35,Stable,1.3157857055966504,False,False,False,29.084309780250127,20.0,Avoid,496.6499938964844
MUNJALAU,4.0,9,10,1,0,0.0,0.06,0.03,Declining,0.23185494707116394,False,False,False,23.574116555909637,20.0,Avoid,112.4000015258789
