symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
MEDPLUS,28,25,10,10,0,0.0,15.53,27.82,Rising,0.3049447333399069,False,False,False,86.79467256627521,60.83333333333333,Watch,953.9000244140625
PAGEIND,20,25,10,10,6,0.0,19.0,32.5,Rising,4.236827810972299,False,False,True,84.82732009993256,59.166666666666664,Watch,38380.0
APOLLOHOSP,25,20,10,10,6,0.0,42.62,22.76,Stable,2.7961645530466983,False,False,True,66.96590393424572,59.166666666666664,Watch,8308.5
MOTHERSON,25,25,10,10,0,0.0,12.45,21.08,Rising,5.449508875337261,False,False,False,76.90362527019747,58.333333333333336,Watch,137.0
SANDHAR,28,25,10,6,0,0.0,0.77,17.39,Rising,15.291572058875612,False,False,False,95.87327458759134,57.49999999999999,Watch,586.2000122070312
METROBRAND,28,20,10,4,6,0.0,3.77,7.58,Stable,7.5519367613661625,False,False,True,91.72439803878754,56.666666666666664,Watch,1108.0
IRB,28,20,10,10,0,0.0,43.84,10.02,Rising,12.512320251176213,False,False,False,86.05383726982397,56.666666666666664,Watch,22.84000015258789
AGARWALEYE,20,20,10,10,6,0.0,57.94,7.83,Rising,6.887358271412802,False,False,True,82.63514416425608,55.00000000000001,Watch,481.1000061035156
GANDHITUBE,28,25,10,2,0,0.0,1.23,0.06,Stable,7.074135896695011,False,False,False,88.60140268848626,54.166666666666664,Watch,929.3499755859375
IMPAL,28,25,10,2,0,0.0,3.6,1.34,Rising,9.937032425616565,False,False,False,89.83562455463301,54.166666666666664,Watch,1117.4000244140625
TECHNOE,25,20,10,10,0,0.0,8.65,22.72,Rising,8.21906762776965,False,False,False,70.50714010252021,54.166666666666664,Watch,1294.300048828125
ENTERO,22,25,10,8,0,0.0,4.03,16.62,Rising,9.024571934866078,False,False,False,61.2833941576457,54.166666666666664,Watch,1299.9000244140625
RACLGEAR,25,25,10,4,0,0.0,9.54,3.22,Stable,11.849370674663229,False,False,False,71.48992410363779,53.333333333333336,Watch,1398.9000244140625
SAMMAANCAP,28,15,10,10,0,0.0,46.21,12.08,Rising,8.123639508403247,False,False,False,72.61479644682755,52.5,Watch,154.25999450683594
DJML,28,17,10,2,6,0.0,0.05,0.0,Rising,2.9601471193166695,False,False,True,94.88847092143159,52.5,Watch,97.38999938964844
KDDL,28,20,10,4,0,0.0,8.16,1.88,Rising,28.33555634943814,False,False,False,89.746866711211,51.66666666666667,Watch,2883.699951171875
FAZE3Q,25,25,10,2,0,0.0,0.14,0.77,Rising,10.523354515127647,False,False,False,80.26920174546409,51.66666666666667,Watch,492.04998779296875
POLYPLEX,28,20,10,4,0,0.0,9.91,2.91,Rising,9.420002098878921,False,False,False,91.59422023776699,51.66666666666667,Watch,983.8499755859375
ATGL,20,25,10,6,0,0.0,12.75,6.26,Rising,3.5456349835192746,False,False,False,75.27773425726947,50.83333333333333,Watch,638.0999755859375
HONAUT,28,20,10,2,0,0.0,3.74,0.0,Rising,20.672993960310613,False,False,False,91.34711698985488,50.0,Watch,34965.0
JSWSTEEL,13,20,10,10,6,0.0,25.38,11.16,Rising,0.19549576982664796,False,False,True,36.97846283322057,49.166666666666664,Avoid,1281.300048828125
AKASH,20,20,10,2,6,0.0,0.0,0.0,Stable,4.160422030191002,False,False,True,72.8093186686241,48.333333333333336,Avoid,27.790000915527344
ISGEC,17,17,10,4,6,0.0,3.85,10.31,Rising,-1.1144861499604142,False,False,True,65.06553751550784,45.0,Avoid,1073.5999755859375
RUCHIRA,10,25,10,2,6,0.0,0.9,0.0,Rising,4.814354898558326,False,False,True,54.13645600742618,44.166666666666664,Avoid,125.62000274658203
LLOYDSME,11,17,10,2,12,0.0,2.26,1.71,Declining,-1.147636932760232,False,True,True,59.87281319882437,43.333333333333336,Avoid,1714.0999755859375
ANANDRATHI,8,22,10,4,6,0.0,5.78,9.1,Stable,0.34885991625455137,False,False,True,23.197563298729797,41.66666666666667,Avoid,3595.60009765625
STARHEALTH,8,20,10,10,0,0.0,15.06,20.31,Stable,4.973093801069184,False,False,False,53.008244646014425,40.0,Avoid,526.6500244140625
GPTINFRA,16,20,10,2,0,0.0,2.72,7.03,Rising,2.3787070374008623,False,False,False,18.47338720506099,40.0,Avoid,119.22000122070312
SYRMA,16,13,10,8,0,0.0,6.6,16.59,Declining,1.1250949335368965,False,False,False,27.016883208011155,39.166666666666664,Avoid,1024.6500244140625
STEELCAS,8,20,10,2,0,0.0,0.25,2.53,Declining,3.8678846532589795,False,False,False,54.900399151219425,33.33333333333333,Avoid,294.04998779296875
PRIVISCL,13,13,10,4,0,0.0,1.37,10.67,Declining,5.67630497536602,False,False,False,20.959774482043372,33.33333333333333,Avoid,3267.300048828125
JAGSNPHARM,20,8,10,2,0,0.0,2.44,0.22,Stable,2.7302213475195236,False,False,False,71.13141444763878,33.33333333333333,Avoid,211.83999633789062
JAYNECOIND,8,18,10,2,0,0.0,0.9,0.3,Stable,2.345021374769196,False,False,False,47.91223576853565,31.666666666666664,Avoid,106.48999786376953
HSCL,10,13,10,2,0,0.0,5.98,3.22,Stable,-0.9144315783609525,False,False,False,53.40729877000675,29.166666666666668,Avoid,590.5499877929688
MBAPL,8,13,10,2,0,0.0,0.46,0.0,Stable,2.0642607967408466,False,False,False,37.474421935747905,27.500000000000004,Avoid,546.3499755859375
