symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
AVALON,44.0,18,10,8,0,0.0,7.81,24.72,Rising,12.187463982708625,False,False,False,75.97808974363338,66.66666666666666,Buy,1965.300048828125
SPORTKING,52.0,15,10,1,0,0.0,0.36,0.0,Rising,-6.658541227103509,False,False,False,78.37076119038979,65.0,Buy,214.33999633789062
SHRIPISTON,12.0,22,10,6,6,0.0,8.21,12.16,Rising,-2.9086751944291667,False,False,True,72.41183725540779,46.666666666666664,Avoid,4392.7998046875
GRANULES,4.0,18,10,8,12,0.0,17.5,16.11,Stable,3.634957653603643,False,True,True,52.60172210778023,43.333333333333336,Avoid,873.8499755859375
RECLTD,10.0,15,10,8,6,0.0,15.76,16.98,Declining,-0.29883349233259526,False,False,True,68.94851512976071,40.833333333333336,Avoid,367.0
JSWINFRA,8.0,18,10,6,6,0.0,11.21,9.19,Stable,2.0516717325227862,False,False,True,60.39010400252961,40.0,Avoid,335.75
SUPRIYA,12.0,22,10,3,0,0.0,6.18,5.3,Rising,4.9792515861230235,False,False,False,73.14058707741701,39.166666666666664,Avoid,923.4500122070312
SUYOG,8.0,18,10,1,6,0.0,0.67,0.0,Stable,1.7038234714120026,False,False,True,64.41968993770575,35.833333333333336,Avoid,880.4500122070312
SOLARINDS,4.0,18,10,5,6,0.0,6.39,13.36,Stable,-0.04823409614662655,False,False,True,40.574275801675604,35.833333333333336,Avoid,18650.0
INDSWFTLAB,4.0,18,10,3,6,0.0,10.7,0.17,Declining,-0.0962258741217692,False,False,True,51.87149698735657,34.166666666666664,Avoid,228.41000366210938
BHARATSE,10.0,15,10,1,0,0.0,0.15,0.22,Rising,7.848316050946713,False,False,False,69.89375873124519,30.0,Avoid,240.88999938964844
ADANIENSOL,4.0,9,10,6,6,0.0,10.31,13.05,Declining,-1.0261095576237111,False,False,True,45.804983596969215,29.166666666666668,Avoid,1630.0999755859375
TVSSCS,4.0,9,10,1,6,0.0,2.38,2.17,Rising,-2.2717317377699553,False,False,True,35.097126865597794,25.0,Avoid,133.7899932861328
INDNIPPON,4.0,9,10,1,6,0.0,0.33,0.22,Rising,-0.6137019665474086,False,False,True,53.88669076043826,25.0,Avoid,1166.0
SILVERTUC,4.0,9,10,1,0,0.0,0.48,0.0,Declining,-0.7599553971490591,False,False,False,37.13744162034052,20.0,Avoid,195.8800048828125
