Date,Symbol,Price,% change,Roc 10days,Rsi 14,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
27th Jul'26,NRBBEARING,419.25,5.43,-1.14,54.48,M Swing scan,,,,,,,,
27th Jul'26,BALAMINES,2284.8,5.07,-2.4,54.01,M Swing scan,,,,,,,,
27th Jul'26,KIRLOSENG,2283.1,4.61,-6.28,53.87,M Swing scan,,,,,,,,
27th Jul'26,DEEDEV,682.65,4.47,1.49,52.85,M Swing scan,,,,,,,,
27th Jul'26,AURUM,229.68,3.81,-0.927,56.12,M Swing scan,,,,,,,,
27th Jul'26,GRWRHITECH,7160.0,3.72,1.69,65.08,M Swing scan,,,,,,,,
27th Jul'26,SAKAR,830.0,3.47,-3.88,49.09,M Swing scan,,,,,,,,
27th Jul'26,MANCREDIT,222.3,3.38,-7.62,48.3,M Swing scan,,,,,,,,
27th Jul'26,ALIVUS,1132.5,2.84,-2.37,52.66,M Swing scan,,,,,,,,
27th Jul'26,VIJAYA,1350.8,2.81,-2.74,52.44,M Swing scan,,,,,,,,
27th Jul'26,CARYSIL,1154.1,2.52,-2.49,50.14,M Swing scan,,,,,,,,
27th Jul'26,ADFFOODS,314.4,2.39,-1.58,58.51,M Swing scan,,,,,,,,
27th Jul'26,INNOVACAP,970.4,2.1,-2.97,52.68,M Swing scan,,,,,,,,
27th Jul'26,ASTERDM,801.5,2.02,-1.64,53.13,M Swing scan,,,,,,,,
27th Jul'26,GLAND,2427.1,1.99,-1.39,52.87,M Swing scan,,,,,,,,
27th Jul'26,FUSION,220.7,1.95,-6.93,56.42,M Swing scan,,,,,,,,
27th Jul'26,PNBHOUSING,1078.5,1.94,-3.9,52.84,M Swing scan,,,,,,,,
27th Jul'26,PHOENIXLTD,2036.6,1.29,-5.45,53.67,M Swing scan,,,,,,,,
27th Jul'26,SPAL,1014.4,1.16,-9.82,49.21,M Swing scan,,,,,,,,
27th Jul'26,AIAENG,4634.5,1.12,-2.06,48.48,M Swing scan,,,,,,,,
27th Jul'26,GRANULES,842.8,1.11,-6.11,50.62,M Swing scan,,,,,,,,
27th Jul'26,HONASA,452.75,0.925,-4.13,53.52,M Swing scan,,,,,,,,
27th Jul'26,NITINSPIN,539.85,0.869,-4.16,48.34,M Swing scan,,,,,,,,
27th Jul'26,IPCALAB,1777.6,0.845,-2.51,54.37,M Swing scan,,,,,,,,
27th Jul'26,PRIVISCL,3623.6,0.79,0.05,52.93,M Swing scan,,,,,,,,
27th Jul'26,TEXINFRA,113.2,0.694,-0.702,60.01,M Swing scan,,,,,,,,
27th Jul'26,XPROINDIA,1394.1,0.57,-2.26,55.26,M Swing scan,,,,,,,,
27th Jul'26,KIMS,800.45,0.326,-0.062,51.81,M Swing scan,,,,,,,,
27th Jul'26,KOVAI,5844.0,-0.017,-2.53,48.97,M Swing scan,,,,,,,,
27th Jul'26,KDDL,3119.0,-0.517,-7.26,50.3,M Swing scan,,,,,,,,
27th Jul'26,ZYDUSWELL,559.35,-0.657,-5.62,48.93,M Swing scan,,,,,,,,
27th Jul'26,ARVIND,523.45,-0.711,-3.84,48.68,M Swing scan,,,,,,,,
27th Jul'26,VENUSPIPES,1688.0,-0.712,-6.11,50.49,M Swing scan,,,,,,,,
27th Jul'26,ACMESOLAR,362.4,-0.943,-4.33,47.46,M Swing scan,,,,,,,,
27th Jul'26,SIGNPOST,305.65,-1.21,-4.83,53.48,M Swing scan,,,,,,,,
27th Jul'26,CENTUM,3503.1,-2.52,-6.36,44.26,M Swing scan,,,,,,,,
27th Jul'26,CAPLIPOINT,,,0.203,58.33,RSI 5 SWING TRADE STRATEGY,6.25,-0.175,73.36,,,,,
27th Jul'26,SONAMLTD,,,3.72,55.35,RSI 5 SWING TRADE STRATEGY,5.62,7.61,57.65,,,,,
27th Jul'26,BALAMINES,,,-2.4,54.01,RSI 5 SWING TRADE STRATEGY,5.07,12.23,69.82,,,,,
27th Jul'26,VARDHACRLC,,,-0.565,52.97,RSI 5 SWING TRADE STRATEGY,4.98,0.824,59.38,,,,,
27th Jul'26,NH,,,0.795,60.81,RSI 5 SWING TRADE STRATEGY,4.72,4.17,62.69,,,,,
27th Jul'26,KIRLOSENG,,,-6.28,53.87,RSI 5 SWING TRADE STRATEGY,4.61,-3.42,64.7,,,,,
27th Jul'26,DATAMATICS,,,-4.63,56.85,RSI 5 SWING TRADE STRATEGY,4.05,5.78,56.73,,,,,
27th Jul'26,IKS,,,-3.91,52.81,RSI 5 SWING TRADE STRATEGY,3.93,8.91,59.32,,,,,
27th Jul'26,ENDURANCE,,,1.28,55.45,RSI 5 SWING TRADE STRATEGY,3.75,2.21,57.17,,,,,
27th Jul'26,SAKAR,,,-3.88,49.09,RSI 5 SWING TRADE STRATEGY,3.47,-0.967,66.04,,,,,
27th Jul'26,GIPCL,,,-2.54,52.62,RSI 5 SWING TRADE STRATEGY,3.4,1.28,54.42,,,,,
27th Jul'26,MANCREDIT,,,-7.62,48.3,RSI 5 SWING TRADE STRATEGY,3.38,-8.42,61.34,,,,,
27th Jul'26,PRESTIGE,,,-4.62,53.46,RSI 5 SWING TRADE STRATEGY,3.25,5.11,58.58,,,,,
27th Jul'26,CERA,,,0.944,52.22,RSI 5 SWING TRADE STRATEGY,3.13,-3.81,59.67,,,,,
27th Jul'26,ALIVUS,,,-2.37,52.66,RSI 5 SWING TRADE STRATEGY,2.84,-2.08,62.25,,,,,
27th Jul'26,SMSPHARMA,,,-1.98,50.05,RSI 5 SWING TRADE STRATEGY,2.83,-5.01,54.74,,,,,
27th Jul'26,RBLBANK,,,-4.66,49.7,RSI 5 SWING TRADE STRATEGY,2.82,-1.68,58.7,,,,,
