Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
10th Jun'26,NESTLEIND,largecap,1.98,59.97,61.68,fmcg,Screener 1,,,
10th Jun'26,OMAXAUTO,smallcap,5.0,57.63,67.94,auto,Screener 1,,,
10th Jun'26,AJANTPHARM,largecap,1.91,56.68,64.33,healthcare,Screener 1,,,
10th Jun'26,DIFFNKG,,4.75,,,,Tiger breakouts,9.42,smallcap,industrials
10th Jun'26,VISAKAIND,,6.33,,,,Tiger breakouts,8.5,smallcap,building materials
10th Jun'26,MUNJALAU,,1.52,,,,Tiger breakouts,5.5,smallcap,auto
10th Jun'26,S&SPOWER,,1.95,,,,Tiger breakouts,5.42,smallcap,industrials
10th Jun'26,CHAMBLFERT,,5.04,,,,Tiger breakouts,5.35,midcap,chemicals
10th Jun'26,BHAGCHEM,,3.8,,,,Tiger breakouts,4.41,smallcap,chemicals
10th Jun'26,DLINKINDIA,,1.66,,,,Tiger breakouts,4.19,smallcap,services
10th Jun'26,MOREPENLAB,,1.48,,,,Tiger breakouts,4.07,smallcap,healthcare
10th Jun'26,OAL,,2.31,,,,Tiger breakouts,3.63,smallcap,chemicals
10th Jun'26,ATALREAL,,19.94,,,,Tiger breakouts,3.36,smallcap,realty
10th Jun'26,CCL,,3.86,,,,Tiger breakouts,3.27,midcap,fmcg
10th Jun'26,SOUTHWEST,,2.92,,,,Tiger breakouts,3.22,smallcap,metals & mining
10th Jun'26,RVHL,,8.28,,,,Tiger breakouts,2.99,smallcap,realty
10th Jun'26,WELENT,,2.87,,,,Tiger breakouts,2.98,midcap,realty
10th Jun'26,AARVI,,3.45,,,,Tiger breakouts,1.95,smallcap,miscellaneous
