Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
6th Jul'26,DIACABS,midcap,10.0,61.63,70.1,industrials,Screener 1,,,
6th Jul'26,SOTL,smallcap,8.68,61.58,64.77,energy,Screener 1,,,
6th Jul'26,LALPATHLAB,largecap,2.45,60.76,61.25,healthcare,Screener 1,,,
6th Jul'26,PRECOT,smallcap,4.99,58.9,65.72,textiles,Screener 1,,,
6th Jul'26,BHAGYANGR,smallcap,4.99,58.02,78.55,power & utilities,Screener 1,,,
6th Jul'26,MENONBE,smallcap,4.99,57.06,65.45,auto,Screener 1,,,
6th Jul'26,DATAPATTNS,largecap,2.41,56.11,71.98,aerospace & defence,Screener 1,,,
6th Jul'26,RBLBANK,largecap,2.08,56.01,68.44,bank,Screener 1,,,
6th Jul'26,KIRLPNU,midcap,1.24,55.17,67.12,industrials,Screener 1,,,
6th Jul'26,MUNJALAU,,11.07,,,,Tiger breakouts,42.54,smallcap,auto
6th Jul'26,MAXESTATES,,10.14,,,,Tiger breakouts,11.41,midcap,realty
6th Jul'26,VERANDA,,5.12,,,,Tiger breakouts,6.39,smallcap,services
6th Jul'26,MOSCHIP,,3.78,,,,Tiger breakouts,4.36,smallcap,i.t
6th Jul'26,SHAHALLOYS,,5.44,,,,Tiger breakouts,4.26,smallcap,metals & mining
6th Jul'26,VISAKAIND,,2.68,,,,Tiger breakouts,3.4,smallcap,building materials
6th Jul'26,DIACABS,,10.0,,,,Tiger breakouts,3.26,midcap,industrials
6th Jul'26,BANKA,,-0.173,,,,Tiger breakouts,3.09,smallcap,miscellaneous
6th Jul'26,METROPOLIS,,3.16,,,,Tiger breakouts,2.95,midcap,healthcare
6th Jul'26,MANAPPURAM,,5.45,,,,Tiger breakouts,2.91,largecap,financials
6th Jul'26,AVANTEL,,2.21,,,,Tiger breakouts,2.76,smallcap,aerospace & defence
6th Jul'26,EPL,,1.9,,,,Tiger breakouts,2.56,midcap,industrials
6th Jul'26,AZAD,,4.53,,,,Tiger breakouts,2.55,midcap,aerospace & defence
6th Jul'26,KALYANIFRG,,4.6,,,,Tiger breakouts,2.53,smallcap,industrials
6th Jul'26,LALPATHLAB,,2.45,,,,Tiger breakouts,2.44,largecap,healthcare
6th Jul'26,INOXGREEN,,3.37,,,,Tiger breakouts,2.38,midcap,miscellaneous
6th Jul'26,SURYAROSNI,,0.019,,,,Tiger breakouts,2.13,midcap,industrials
6th Jul'26,RITCO,,4.93,,,,Tiger breakouts,2.02,smallcap,transportation
