Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
4th Jun'26,NAM-INDIA,largecap,4.76,63.19,73.76,financials,Screener 1,,,
4th Jun'26,AZAD,midcap,5.24,61.19,65.82,aerospace & defence,Screener 1,,,
4th Jun'26,DATAPATTNS,largecap,5.06,58.88,68.92,aerospace & defence,Screener 1,,,
4th Jun'26,IPCALAB,largecap,3.81,58.49,60.86,healthcare,Screener 1,,,
4th Jun'26,EMCURE,largecap,2.62,58.28,64.03,healthcare,Screener 1,,,
4th Jun'26,MBAPL,smallcap,2.95,58.2,76.3,chemicals,Screener 1,,,
4th Jun'26,KRN,midcap,4.99,57.87,66.31,industrials,Screener 1,,,
4th Jun'26,INOXINDIA,midcap,1.92,57.48,72.11,industrials,Screener 1,,,
4th Jun'26,RADICO,largecap,1.11,57.19,69.75,fmcg,Screener 1,,,
4th Jun'26,SJS,midcap,0.974,55.92,71.05,auto,Screener 1,,,
4th Jun'26,NAVINFLUOR,largecap,0.782,55.81,74.33,chemicals,Screener 1,,,
4th Jun'26,KENNAMET,midcap,2.41,55.26,65.94,industrials,Screener 1,,,
4th Jun'26,BSE,largecap,1.7,55.13,76.63,financials,Screener 1,,,
4th Jun'26,RICOAUTO,,12.95,,,,Tiger breakouts,27.05,smallcap,auto
4th Jun'26,MMTC,,4.8,,,,Tiger breakouts,23.2,midcap,services
4th Jun'26,JBMA,,3.52,,,,Tiger breakouts,18.43,midcap,auto
4th Jun'26,ZENTEC,,7.21,,,,Tiger breakouts,10.04,midcap,aerospace & defence
4th Jun'26,STCINDIA,,2.93,,,,Tiger breakouts,8.58,smallcap,services
4th Jun'26,JINDALSAW,,3.64,,,,Tiger breakouts,4.49,midcap,industrials
4th Jun'26,WELENT,,4.27,,,,Tiger breakouts,3.5,midcap,realty
4th Jun'26,AURUM,,4.7,,,,Tiger breakouts,3.22,smallcap,i.t
4th Jun'26,SSWL,,5.01,,,,Tiger breakouts,2.75,smallcap,auto
4th Jun'26,GANESHBE,,7.6,,,,Tiger breakouts,2.63,smallcap,miscellaneous
4th Jun'26,NAM-INDIA,,4.76,,,,Tiger breakouts,2.54,largecap,financials
4th Jun'26,KIMS,,3.72,,,,Tiger breakouts,2.5,largecap,healthcare
4th Jun'26,SIYSIL,,4.9,,,,Tiger breakouts,1.85,smallcap,textiles
