symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
SAIL,26.0,18,10,6,0,0.0,7.09,16.87,Rising,6.853832901818024,False,False,False,84.9476074443447,50.0,Watch,184.58999633789062
NYKAA,12.0,18,10,8,6,0.0,13.73,24.08,Rising,2.031462890635005,False,False,True,78.5406826907433,45.0,Avoid,334.0
CGCL,9.0,18,10,8,6,0.0,8.21,18.42,Rising,5.940857841677527,False,False,True,58.344033628818906,42.5,Avoid,239.6699981689453
LTF,6.0,18,10,6,6,0.0,7.71,14.9,Rising,-1.7225487537310347,False,False,True,55.01618860165694,38.333333333333336,Avoid,319.5
ABB,4.0,18,10,5,6,0.0,7.67,9.89,Stable,1.0734163795388385,False,False,True,45.164113671389174,35.833333333333336,Avoid,7627.0
EBBETF0430,12.0,12,10,1,6,0.0,0.0,0.0,Rising,-0.21452199792758586,False,False,True,73.22350753976451,34.166666666666664,Avoid,1609.4100341796875
OFSS,4.0,15,10,5,6,0.0,9.7,8.79,Stable,-0.382198063529815,False,False,True,50.35505499792732,33.33333333333333,Avoid,11729.0
HIRECT,4.0,22,10,3,0,0.0,6.84,3.22,Declining,-2.0301328775525374,False,False,False,42.01506042145211,32.5,Avoid,1235.4000244140625
OCCLLTD,8.0,18,10,1,0,0.0,0.27,4.75,Stable,-1.4438009974297117,False,False,False,60.612971251865,30.833333333333336,Avoid,160.66000366210938
CUB,4.0,15,10,8,0,0.0,18.65,44.84,Stable,0.2578868603206663,False,False,False,51.288347096817276,30.833333333333336,Avoid,221.60000610351562
NESTLEIND,4.0,12,10,3,6,0.0,10.3,0.0,Stable,0.9556313993174026,False,False,True,44.13555000647,29.166666666666668,Avoid,1479.0
DHARMAJ,4.0,12,10,1,6,0.0,3.13,0.5,Declining,0.7615110326934849,False,False,True,21.487489227715827,27.500000000000004,Avoid,271.25
TECHM,4.0,5,10,8,6,0.0,18.66,36.92,Declining,0.49623268932552644,False,False,True,38.33568545924806,27.500000000000004,Avoid,1599.9000244140625
AYMSYNTEX,4.0,18,10,1,0,0.0,3.62,0.48,Declining,-3.9969855262452336,False,False,False,40.68361366083267,27.500000000000004,Avoid,254.60000610351562
SBIN,4.0,9,10,3,6,0.0,10.81,0.0,Stable,-0.05721682242098014,False,False,True,51.68957360355997,26.666666666666668,Avoid,1048.0
KEI,4.0,9,10,8,0,0.0,27.32,25.9,Stable,-1.6387688309638992,False,False,False,49.98970354321371,25.833333333333336,Avoid,5588.0
BAJAJHLDNG,4.0,5,10,5,6,0.0,9.47,8.26,Stable,-0.7908611599297011,False,False,True,24.754804763223483,25.0,Avoid,11290.0
SIGMAADV,4.0,12,10,1,0,0.0,0.13,0.02,Rising,5.201609744861102,False,False,False,42.11542005919534,22.5,Avoid,692.7000122070312
HESTERBIO,4.0,5,10,1,6,0.0,0.31,0.0,Stable,-1.1994085725113734,False,False,True,31.087675478156296,21.666666666666668,Avoid,2421.800048828125
BAFNAPH,6.0,5,10,1,0,0.0,9.34,0.0,Rising,7.979797979797976,False,False,False,55.02855406075536,18.333333333333332,Avoid,267.25
