Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
17th Jul'26,BHARATFORG,largecap,4.08,64.72,71.17,industrials,Screener 1,,,
17th Jul'26,AYMSYNTEX,smallcap,3.81,57.9,62.93,textiles,Screener 1,,,
17th Jul'26,NGLFINE,smallcap,1.44,55.04,70.96,healthcare,Screener 1,,,
17th Jul'26,RESPONIND,,15.75,,,,Tiger breakouts,68.05,midcap,plastic products
17th Jul'26,LIBERTSHOE,,8.04,,,,Tiger breakouts,20.74,smallcap,consumer discretionary
17th Jul'26,AIIL,,9.88,,,,Tiger breakouts,19.94,largecap,financials
17th Jul'26,SREEL,,0.863,,,,Tiger breakouts,10.22,smallcap,consumer discretionary
17th Jul'26,PAR,,10.42,,,,Tiger breakouts,9.89,smallcap,healthcare
17th Jul'26,ROSSELLIND,,4.28,,,,Tiger breakouts,7.33,smallcap,fmcg
17th Jul'26,TECHM,,4.14,,,,Tiger breakouts,4.9,largecap,i.t
17th Jul'26,LAGNAM,,3.27,,,,Tiger breakouts,3.78,smallcap,textiles
17th Jul'26,UDS,,0.222,,,,Tiger breakouts,3.12,smallcap,miscellaneous
17th Jul'26,BHARATFORG,,4.08,,,,Tiger breakouts,2.92,largecap,industrials
17th Jul'26,VLSFINANCE,,2.25,,,,Tiger breakouts,2.72,smallcap,financials
17th Jul'26,BEPL,,3.12,,,,Tiger breakouts,2.57,smallcap,energy
