symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
EVEREADY,52.0,22,10,1,0,0.0,5.27,2.78,Stable,7.913991195152548,False,False,False,79.02951165619075,70.83333333333334,Buy,361.3500061035156
COMSYN,52.0,15,10,1,6,0.0,0.17,0.09,Declining,0.005900641485312441,False,False,True,96.03326595341987,70.0,Buy,169.38999938964844
APOLSINHOT,52.0,15,10,1,0,0.0,0.0,0.0,Stable,2.982545133099279,False,False,False,73.36448598130842,65.0,Buy,1332.800048828125
BEPL,36.0,18,10,1,6,0.0,1.36,0.0,Rising,7.780492412999918,False,False,True,77.3213743749019,59.166666666666664,Watch,101.54000091552734
MAITHANALL,42.0,15,10,1,0,0.0,1.25,0.01,Rising,18.87765741180989,False,False,False,66.244216412989,56.666666666666664,Watch,1129.0999755859375
CAPITALSFB,12.0,22,10,8,6,0.0,0.55,28.06,Rising,7.303467134891961,False,False,True,95.77151369313624,48.333333333333336,Avoid,298.25
AZAD,24.0,15,10,8,0,0.0,14.75,11.71,Stable,2.759182172365815,False,False,False,66.53206702022449,47.5,Avoid,2163.800048828125
PREMIERPOL,16.0,22,10,1,6,0.0,0.07,1.02,Rising,5.701832952694841,False,False,True,65.96958869136274,45.83333333333333,Avoid,58.209999084472656
AFIL,26.0,18,10,1,0,0.0,0.62,1.95,Rising,5.595118972569679,False,False,False,77.76221284453516,45.83333333333333,Avoid,10.380000114440918
GATEWAY,12.0,18,10,8,6,0.0,6.66,33.99,Rising,5.622914727674111,False,False,True,77.4098942033579,45.0,Avoid,60.11000061035156
METROPOLIS,12.0,18,10,8,6,0.0,10.43,35.8,Rising,4.892809762057371,False,False,True,71.27226152848392,45.0,Avoid,545.5999755859375
CARBORUNIV,12.0,18,10,8,6,0.0,10.73,29.45,Rising,13.279220550827308,False,False,True,75.51354100610521,45.0,Avoid,1130.300048828125
SCHNEIDER,24.0,18,10,1,0,0.0,3.18,4.07,Stable,16.276500395694725,False,False,False,49.74825564028788,44.166666666666664,Avoid,1266.5999755859375
MUFIN,12.0,18,10,3,6,0.0,1.18,9.29,Stable,8.643542996245523,False,False,True,70.59549524892782,40.833333333333336,Avoid,128.7100067138672
ACE,12.0,18,10,3,6,0.0,9.58,1.84,Rising,7.864786413907643,False,False,True,73.30185964529298,40.833333333333336,Avoid,962.0999755859375
POLYCAB,8.0,18,10,5,6,0.0,18.21,0.0,Stable,5.916559965855739,False,False,True,63.307426517915374,39.166666666666664,Avoid,9926.5
LLOYDSENT,18.0,18,10,1,0,0.0,0.6,0.11,Rising,17.297551480364138,False,False,False,78.23884794835254,39.166666666666664,Avoid,75.61000061035156
ITI,12.0,18,10,1,6,0.0,0.0,0.06,Stable,6.024939456208012,False,False,True,85.20968130410253,39.166666666666664,Avoid,306.20001220703125
GNFC,12.0,18,10,6,0,0.0,12.05,11.07,Rising,13.807490221053719,False,False,False,75.6984389747608,38.333333333333336,Avoid,559.25
NELCO,11.0,18,10,1,6,0.0,4.73,0.26,Rising,5.457896040190802,False,False,True,54.154388118084086,38.333333333333336,Avoid,743.9000244140625
IIFLCAPS,4.0,18,10,6,6,0.0,16.33,5.56,Stable,1.139358619089803,False,False,True,52.18901338632088,36.666666666666664,Avoid,346.20001220703125
HAPPYFORGE,8.0,15,10,5,6,0.0,1.73,16.48,Rising,6.156356846612798,False,False,True,62.09241033645385,36.666666666666664,Avoid,1431.199951171875
ABB,4.0,18,10,5,6,0.0,8.19,9.28,Stable,6.623009376395306,False,False,True,46.68459576258558,35.833333333333336,Avoid,7164.0
KMEW,12.0,18,10,3,0,0.0,11.75,1.71,Stable,11.147398223212534,False,False,False,84.797331836884,35.833333333333336,Avoid,2075.89990234375
ARVINDFASN,4.0,15,10,8,6,0.0,11.97,24.63,Rising,8.599613081327506,False,False,True,49.229287417674264,35.833333333333336,Avoid,484.29998779296875
LMW,10.0,18,10,5,0,0.0,5.54,9.55,Rising,5.313823642664617,False,False,False,65.81700097706765,35.833333333333336,Avoid,16410.0
STEELCAS,12.0,18,10,1,0,0.0,0.25,2.53,Rising,4.875886524822692,False,False,False,71.9916930846503,34.166666666666664,Avoid,295.75
CYBERTECH,12.0,18,10,1,0,0.0,0.16,0.0,Rising,13.494920357061169,False,False,False,75.73544382971306,34.166666666666664,Avoid,151.72000122070312
SANSERA,4.0,12,10,8,6,0.0,18.79,35.38,Stable,0.6220530780403744,False,False,True,53.902574477009814,33.33333333333333,Avoid,2879.300048828125
OLECTRA,10.0,18,10,1,0,0.0,7.11,0.68,Stable,8.184286011009533,False,False,False,65.24113979687056,32.5,Avoid,1354.9000244140625
VALIANTORG,10.0,18,10,1,0,0.0,0.28,0.0,Rising,16.94564106025538,False,False,False,67.61949230018848,32.5,Avoid,310.8999938964844
RATNAVEER,12.0,15,10,1,0,0.0,6.93,2.42,Rising,13.302066969577652,False,False,False,81.56113996394623,31.666666666666664,Avoid,181.1699981689453
HEALTHX,12.0,15,10,1,0,0.0,2.17,2.6,Rising,13.380029028969886,False,False,False,71.24478411345498,31.666666666666664,Avoid,315.6499938964844
POWERINDIA,4.0,15,10,5,0,0.0,11.68,6.95,Declining,8.120300751879705,False,False,False,48.50625346693908,28.333333333333332,Avoid,35950.0
NOVARTIND,6.0,15,10,1,0,0.0,0.17,0.53,Declining,2.699859045826347,False,False,False,57.14890095874473,26.666666666666668,Avoid,1365.5999755859375
