Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
29th May'26,INDSWFTLAB,smallcap,12.82,65.7,62.34,healthcare,Screener 1,,,
29th May'26,MOSCHIP,smallcap,5.74,60.52,60.21,i.t,Screener 1,,,
29th May'26,BHAGYANGR,smallcap,5.0,59.51,80.68,power & utilities,Screener 1,,,
29th May'26,RADICO,largecap,2.31,59.12,70.22,fmcg,Screener 1,,,
29th May'26,ABSLAMC,largecap,3.57,56.93,69.84,financials,Screener 1,,,
29th May'26,ZYDUSWELL,midcap,5.32,55.85,62.53,fmcg,Screener 1,,,
29th May'26,INDSWFTLAB,,12.82,,,,Tiger breakouts,15.65,smallcap,healthcare
29th May'26,MGEL,,6.61,,,,Tiger breakouts,14.89,smallcap,services
29th May'26,AEGISLOG,,4.82,,,,Tiger breakouts,12.73,largecap,services
29th May'26,KOTHARIPRO,,3.14,,,,Tiger breakouts,9.85,smallcap,services
29th May'26,PIDILITIND,,0.142,,,,Tiger breakouts,7.25,largecap,chemicals
29th May'26,GIPCL,,4.82,,,,Tiger breakouts,6.56,smallcap,power & utilities
29th May'26,INDOSTAR,,2.66,,,,Tiger breakouts,5.02,smallcap,financials
29th May'26,OBEROIRLTY,,0.857,,,,Tiger breakouts,4.7,largecap,realty
29th May'26,BHARATFORG,,0.96,,,,Tiger breakouts,3.86,largecap,industrials
29th May'26,YESBANK,,1.71,,,,Tiger breakouts,3.38,largecap,bank
29th May'26,SONAMLTD,,2.1,,,,Tiger breakouts,3.14,smallcap,consumer discretionary
29th May'26,MCL,,2.48,,,,Tiger breakouts,2.65,smallcap,metals & mining
29th May'26,LT,,0.717,,,,Tiger breakouts,2.63,largecap,realty
29th May'26,ACMESOLAR,,1.47,,,,Tiger breakouts,2.62,midcap,realty
29th May'26,GPTHEALTH,,1.77,,,,Tiger breakouts,2.48,smallcap,healthcare
