symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
IMPAL,28,30,10,2,6,0.0,3.6,1.34,Declining ↓,3.401163573800736,False,False,True,82.03665180782565,63.33333333333333,👀 Watch,1051.9000244140625
GESHIP,28,25,10,10,0,0.0,28.44,15.25,Rising ↑,12.31380337636545,False,False,False,91.58313481239111,60.83333333333333,👀 Watch,1696.5
MONARCH,28,25,10,2,6,0.0,1.47,0.15,Rising ↑,7.230350609494929,False,False,True,73.9743960414676,59.166666666666664,👀 Watch,315.1499938964844
MUKANDLTD,28,25,10,2,0,0.0,0.26,1.1,Rising ↑,10.072412715265955,False,False,False,91.91815528203749,54.166666666666664,👀 Watch,148.9499969482422
TIIL,22,25,10,2,6,0.0,0.4,6.85,Stable →,4.069046597217985,False,False,True,74.2854054054054,54.166666666666664,👀 Watch,2580.60009765625
GLENMARK,13,18,10,10,12,0.0,20.35,19.28,Stable →,3.6684152720332763,False,True,True,44.8956907271725,52.5,👀 Watch,2339.89990234375
TEAMGTY,28,20,10,2,0,0.0,2.08,0.06,Rising ↑,14.646364498010911,False,False,False,90.48572735477012,50.0,👀 Watch,286.1000061035156
MCL,14,25,10,2,6,0.0,0.0,0.0,Rising ↑,3.2786885245901676,False,False,True,60.47503575203631,47.5,⚠️ Avoid,63.0
RELIABLE,22,22,10,2,0,0.0,0.45,0.0,Rising ↑,13.286594594023393,False,False,False,77.57688415982565,46.666666666666664,⚠️ Avoid,132.5
GRMOVER,16,25,10,4,0,0.0,9.5,2.91,Rising ↑,7.190747993351443,False,False,False,40.63314736615478,45.83333333333333,⚠️ Avoid,169.49000549316406
STYRENIX,8,25,10,6,6,0.0,0.95,17.33,Rising ↑,2.710845687620722,False,False,True,46.13438226895365,45.83333333333333,⚠️ Avoid,2284.699951171875
CONSOFINVT,16,20,10,2,6,0.0,2.58,0.02,Rising ↑,0.49107415335518656,False,False,True,56.99356566049143,45.0,⚠️ Avoid,225.10000610351562
MAHESHWARI,16,25,10,2,0,0.0,0.0,0.0,Stable →,2.4530447907450625,False,False,False,61.43956522349703,44.166666666666664,⚠️ Avoid,53.459999084472656
JAYNECOIND,8,18,10,2,0,0.0,0.9,0.3,Stable →,1.148651022136371,False,False,False,48.34521536225408,31.666666666666664,⚠️ Avoid,104.79000091552734
ADANIENSOL,10,8,10,8,0,0.0,12.23,10.24,Stable →,3.4259906818619568,False,False,False,44.34902877342878,30.0,⚠️ Avoid,1328.300048828125
