Date,Symbol,Price,% change,Roc 10days,Rsi 14,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
3rd Aug'26,SPORTKING,229.63,14.1,16.24,70.6,M Swing scan,,,,,,,,
3rd Aug'26,AVADHSUGAR,558.7,10.85,5.14,63.42,M Swing scan,,,,,,,,
3rd Aug'26,BALRAMCHIN,646.8,10.34,7.79,68.72,M Swing scan,,,,,,,,
3rd Aug'26,RISHABH,650.2,6.49,-1.06,60.73,M Swing scan,,,,,,,,
3rd Aug'26,NOVARTIND,1635.7,6.41,-1.93,58.31,M Swing scan,,,,,,,,
3rd Aug'26,NITINSPIN,572.35,5.17,4.12,61.4,M Swing scan,,,,,,,,
3rd Aug'26,PNBHOUSING,1090.0,3.5,-0.765,55.82,M Swing scan,,,,,,,,
3rd Aug'26,AKUMS,681.2,3.47,0.687,59.1,M Swing scan,,,,,,,,
3rd Aug'26,HONASA,458.2,1.92,0.142,57.21,M Swing scan,,,,,,,,
3rd Aug'26,SOLARINDS,18659.0,1.46,-1.94,55.8,M Swing scan,,,,,,,,
3rd Aug'26,THELEELA,501.8,1.46,1.88,62.46,M Swing scan,,,,,,,,
3rd Aug'26,PRECOT,819.0,1.17,-1.43,55.47,M Swing scan,,,,,,,,
3rd Aug'26,NIFTYINDDEFENCE,9438.15,1.15,0.791,54.69,M Swing scan,,,,,,,,
3rd Aug'26,GROWWDEFNC,94.22,1.14,0.749,53.32,M Swing scan,,,,,,,,
3rd Aug'26,SETCO,17.9,1.13,-2.56,53.64,M Swing scan,,,,,,,,
3rd Aug'26,INOXINDIA,1920.4,0.65,-4.14,50.66,M Swing scan,,,,,,,,
3rd Aug'26,SIS,425.1,0.639,-2.51,45.87,M Swing scan,,,,,,,,
3rd Aug'26,MODEFENCE,102.98,0.625,0.351,52.36,M Swing scan,,,,,,,,
3rd Aug'26,KANORICHEM,142.97,0.414,-2.3,54.26,M Swing scan,,,,,,,,
3rd Aug'26,SANGAMIND,609.5,-0.066,-1.87,59.15,M Swing scan,,,,,,,,
3rd Aug'26,GALAPREC,1090.5,-0.311,-10.25,46.55,M Swing scan,,,,,,,,
3rd Aug'26,GOODLUCK,1507.2,-0.679,-3.41,50.81,M Swing scan,,,,,,,,
3rd Aug'26,AVADHSUGAR,,,5.14,63.42,RSI 5 SWING TRADE STRATEGY,10.85,10.85,68.05,,,,,
3rd Aug'26,BALRAMCHIN,,,7.79,68.72,RSI 5 SWING TRADE STRATEGY,10.34,10.34,74.36,,,,,
3rd Aug'26,PONNIERODE,,,1.19,58.89,RSI 5 SWING TRADE STRATEGY,8.48,8.48,59.65,,,,,
3rd Aug'26,SANGHVIMOV,,,0.195,52.52,RSI 5 SWING TRADE STRATEGY,6.76,6.76,60.87,,,,,
3rd Aug'26,RISHABH,,,-1.06,60.73,RSI 5 SWING TRADE STRATEGY,6.49,6.49,67.23,,,,,
3rd Aug'26,NOVARTIND,,,-1.93,58.31,RSI 5 SWING TRADE STRATEGY,6.41,6.41,72.31,,,,,
3rd Aug'26,MAWANASUG,,,-1.95,51.33,RSI 5 SWING TRADE STRATEGY,5.0,5.0,59.05,,,,,
3rd Aug'26,SIYSIL,,,-2.4,52.5,RSI 5 SWING TRADE STRATEGY,4.48,4.48,55.25,,,,,
3rd Aug'26,NAHARINDUS,,,1.53,55.58,RSI 5 SWING TRADE STRATEGY,4.27,4.27,56.54,,,,,
3rd Aug'26,RAYMONDREL,,,-4.8,52.77,RSI 5 SWING TRADE STRATEGY,4.14,4.14,60.06,,,,,
3rd Aug'26,CHEMBOND,,,-5.66,47.57,RSI 5 SWING TRADE STRATEGY,4.14,4.14,52.81,,,,,
3rd Aug'26,AKUMS,,,0.687,59.1,RSI 5 SWING TRADE STRATEGY,3.47,3.47,66.77,,,,,
3rd Aug'26,KRN,,,-4.51,48.7,RSI 5 SWING TRADE STRATEGY,3.21,3.21,58.55,,,,,
3rd Aug'26,WELENT,,,-3.01,57.16,RSI 5 SWING TRADE STRATEGY,2.44,2.44,65.41,,,,,
3rd Aug'26,RPEL,,,-2.92,49.9,RSI 5 SWING TRADE STRATEGY,2.41,2.41,69.19,,,,,
3rd Aug'26,BUTTERFLY,,,-2.86,52.99,RSI 5 SWING TRADE STRATEGY,2.34,2.34,59.17,,,,,
3rd Aug'26,SRGHFL,,,-1.74,49.2,RSI 5 SWING TRADE STRATEGY,2.22,2.22,54.94,,,,,
3rd Aug'26,20MICRONS,,,-4.96,45.29,RSI 5 SWING TRADE STRATEGY,1.85,1.85,53.61,,,,,
3rd Aug'26,RAMCOIND,,,-6.26,48.17,RSI 5 SWING TRADE STRATEGY,1.76,1.76,56.33,,,,,
3rd Aug'26,PANSARI,,,-7.71,46.67,RSI 5 SWING TRADE STRATEGY,1.61,1.61,55.28,,,,,
3rd Aug'26,RUPA,,,-1.66,50.38,RSI 5 SWING TRADE STRATEGY,1.6,1.6,53.93,,,,,
3rd Aug'26,SUNDRMBRAK,,,-4.86,47.09,RSI 5 SWING TRADE STRATEGY,1.51,1.51,58.89,,,,,
3rd Aug'26,KSL,,,-3.82,50.22,RSI 5 SWING TRADE STRATEGY,1.42,1.42,58.41,,,,,
3rd Aug'26,5PAISA,,,-6.5,46.49,RSI 5 SWING TRADE STRATEGY,1.33,1.33,53.97,,,,,
3rd Aug'26,SIS,,,-2.51,45.87,RSI 5 SWING TRADE STRATEGY,0.639,0.639,66.24,,,,,
3rd Aug'26,VINDHYATEL,,,,,Turtle strategy,,,,smallcap,20.0,72.11,61.47,realty
3rd Aug'26,BALRAMCHIN,,,,,Turtle strategy,,,,midcap,10.34,68.72,65.92,fmcg
3rd Aug'26,GOKULAGRO,,,,,Turtle strategy,,,,midcap,2.87,67.31,65.8,fmcg
3rd Aug'26,RATNAVEER,,,,,Turtle strategy,,,,smallcap,13.46,67.13,63.62,metals & mining
3rd Aug'26,GRASIM,,,,,Turtle strategy,,,,largecap,5.13,64.9,66.85,textiles
3rd Aug'26,MARINE,,,,,Turtle strategy,,,,smallcap,8.18,64.15,61.94,industrials
3rd Aug'26,ABB,,,,,Turtle strategy,,,,largecap,4.34,63.24,66.44,industrials
3rd Aug'26,SHRIRAMFIN,,,,,Turtle strategy,,,,largecap,4.16,62.79,69.42,financials
3rd Aug'26,AEGISLOG,,,,,Turtle strategy,,,,largecap,8.39,62.66,77.29,services
3rd Aug'26,RATEGAIN,,,,,Turtle strategy,,,,midcap,5.12,62.53,67.26,i.t
3rd Aug'26,JAMNAAUTO,,,,,Turtle strategy,,,,midcap,7.38,62.1,60.28,auto
3rd Aug'26,STEELCAS,,,,,Turtle strategy,,,,smallcap,5.15,61.65,74.06,industrials
3rd Aug'26,NITINSPIN,,,,,Turtle strategy,,,,smallcap,5.17,61.4,68.55,textiles
3rd Aug'26,SMARTLINK,,,,,Turtle strategy,,,,smallcap,5.0,61.17,61.36,i.t
3rd Aug'26,RISHABH,,,,,Turtle strategy,,,,smallcap,6.49,60.73,67.1,industrials
3rd Aug'26,KIMS,,,,,Turtle strategy,,,,largecap,1.98,60.36,64.77,healthcare
3rd Aug'26,SOTL,,,,,Turtle strategy,,,,smallcap,4.71,59.4,67.7,energy
3rd Aug'26,RML,,,,,Turtle strategy,,,,smallcap,4.86,59.29,65.12,auto
3rd Aug'26,LTF,,,,,Turtle strategy,,,,largecap,2.17,59.21,68.99,financials
3rd Aug'26,NRBBEARING,,,,,Turtle strategy,,,,smallcap,5.83,59.17,65.69,industrials
3rd Aug'26,NOVARTIND,,,,,Turtle strategy,,,,smallcap,6.41,58.31,76.68,healthcare
3rd Aug'26,PANACHE,,,,,Turtle strategy,,,,smallcap,2.1,58.05,63.93,i.t
3rd Aug'26,SHILPAMED,,,,,Turtle strategy,,,,midcap,2.01,57.44,73.79,healthcare
3rd Aug'26,IDEAFORGE,,,,,Turtle strategy,,,,smallcap,1.37,57.26,61.01,aerospace & defence
3rd Aug'26,HONASA,,,,,Turtle strategy,,,,midcap,1.92,57.21,64.76,services
3rd Aug'26,SBCL,,,,,Turtle strategy,,,,smallcap,1.87,57.2,65.93,metals & mining
3rd Aug'26,WELENT,,,,,Turtle strategy,,,,midcap,2.44,57.16,61.16,realty
3rd Aug'26,INDSWFTLAB,,,,,Turtle strategy,,,,smallcap,1.94,56.57,74.2,healthcare
3rd Aug'26,ICIL,,,,,Turtle strategy,,,,midcap,2.11,56.46,61.53,textiles
3rd Aug'26,OFSS,,,,,Turtle strategy,,,,largecap,1.31,56.31,65.78,i.t
3rd Aug'26,HALEOSLABS,,,,,Turtle strategy,,,,smallcap,3.8,56.27,64.6,healthcare
3rd Aug'26,PANAMAPET,,,,,Turtle strategy,,,,smallcap,1.59,56.18,66.3,energy
3rd Aug'26,PNBHOUSING,,,,,Turtle strategy,,,,largecap,3.5,55.82,60.25,financials
3rd Aug'26,SOLARINDS,,,,,Turtle strategy,,,,largecap,1.46,55.8,68.75,aerospace & defence
3rd Aug'26,KANPRPLA,,,,,Turtle strategy,,,,smallcap,1.87,55.64,60.37,industrials
3rd Aug'26,SKIPPER,,,,,Turtle strategy,,,,midcap,4.05,55.53,61.46,industrials
3rd Aug'26,PRECOT,,,,,Turtle strategy,,,,smallcap,1.17,55.47,67.26,textiles
3rd Aug'26,CENTUM,,,,,Turtle strategy,,,,midcap,3.77,55.16,70.22,aerospace & defence
3rd Aug'26,CARYSIL,,,,,Turtle strategy,,,,smallcap,1.11,55.02,63.58,consumer discretionary
