symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
RESPONIND,52.0,15,10,8,0,0.0,32.2,3.22,Rising,17.278043033190826,False,False,False,89.34790359210871,70.83333333333334,Buy,220.60000610351562
PAR,52.0,18,10,1,0,0.0,0.0,0.09,Rising,14.452443232869383,False,False,False,89.21837456657204,67.5,Buy,104.93000030517578
LAGNAM,52.0,18,10,1,0,0.0,0.0,0.0,Rising,7.159413220543476,False,False,False,95.99511315376112,67.5,Buy,87.86000061035156
LIBERTSHOE,52.0,15,10,1,0,0.0,0.1,0.0,Rising,3.1763825882395347,False,False,False,83.21102161058937,65.0,Buy,276.1000061035156
BEPL,44.0,18,10,1,0,0.0,1.39,0.0,Rising,4.625346966306387,False,False,False,78.85512080653787,60.83333333333333,Watch,113.0999984741211
TECHM,18.0,18,10,8,0,0.0,18.59,37.34,Rising,4.546362539984217,False,False,False,79.5267831333778,45.0,Avoid,1572.9000244140625
ROSSELLIND,18.0,18,10,1,6,0.0,0.02,2.66,Rising,8.779031782320645,False,False,True,79.48558303385357,44.166666666666664,Avoid,61.83000183105469
UDS,12.0,18,10,3,6,0.0,3.5,9.41,Stable,-1.1352044898310432,False,False,True,74.49327220653808,40.833333333333336,Avoid,194.2100067138672
BHARATFORG,6.0,15,10,8,6,0.0,15.04,32.18,Rising,2.092650088560144,False,False,True,57.56150989834721,37.5,Avoid,2190.5
VLSFINANCE,6.0,15,10,1,12,0.0,1.32,0.08,Stable,0.6260969773506542,False,True,True,57.4856184287445,36.666666666666664,Avoid,257.1499938964844
SREEL,10.0,15,10,1,6,0.0,6.9,0.0,Rising,0.47223272853254006,False,False,True,66.65898992088437,35.0,Avoid,212.75999450683594
AIIL,12.0,15,10,3,0,0.0,14.23,0.19,Rising,9.807692307692317,False,False,False,85.96482900951126,33.33333333333333,Avoid,571.0
NGLFINE,4.0,9,10,1,6,0.0,0.03,0.0,Declining,-0.9174602453718039,False,False,True,47.25678178450812,25.0,Avoid,3131.89990234375
AYMSYNTEX,4.0,8,10,1,6,0.0,3.42,0.46,Stable,4.457048813870967,False,True,False,36.10903002934985,24.166666666666668,Avoid,244.91000366210938
