Date,Symbol,Price,% change,Roc 10days,Rsi 14,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
29th Jul'26,AMBIKCO,,,-2.73,49.99,RSI 5 SWING TRADE STRATEGY,1.53,-3.23,64.83,,,,,
29th Jul'26,DALMIASUG,,,0.028,51.67,RSI 5 SWING TRADE STRATEGY,1.48,9.78,54.3,,,,,
29th Jul'26,VENUSPIPES,,,-4.63,50.4,RSI 5 SWING TRADE STRATEGY,1.47,-2.58,65.14,,,,,
29th Jul'26,NRL,,,-6.18,62.99,RSI 5 SWING TRADE STRATEGY,1.27,23.42,78.61,,,,,
29th Jul'26,NEOGEN,,,-9.85,49.77,RSI 5 SWING TRADE STRATEGY,1.19,1.16,63.92,,,,,
29th Jul'26,ARVIND,,,-4.37,46.66,RSI 5 SWING TRADE STRATEGY,1.17,-11.88,65.33,,,,,
29th Jul'26,ADANIENT,,,-4.0,46.25,RSI 5 SWING TRADE STRATEGY,0.739,-0.379,64.35,,,,,
29th Jul'26,CRAFTSMAN,,,,,Turtle strategy,,,,largecap,6.71,69.64,75.18,auto
29th Jul'26,SMLMAH,,,,,Turtle strategy,,,,midcap,20.0,67.27,64.69,auto
29th Jul'26,COMSYN,,,,,Turtle strategy,,,,smallcap,15.99,63.67,75.06,industrials
29th Jul'26,MACPOWER,,,,,Turtle strategy,,,,smallcap,8.36,63.28,60.82,industrials
29th Jul'26,GLAND,,,,,Turtle strategy,,,,largecap,4.75,62.61,65.64,healthcare
29th Jul'26,ATHERENERG,,,,,Turtle strategy,,,,largecap,3.67,60.44,88.88,auto
29th Jul'26,PRIVISCL,,,,,Turtle strategy,,,,midcap,2.15,60.05,72.02,chemicals
29th Jul'26,EXIDEIND,,,,,Turtle strategy,,,,largecap,2.89,60.0,60.43,auto
29th Jul'26,STARHEALTH,,,,,Turtle strategy,,,,largecap,2.54,59.96,60.36,financials
29th Jul'26,AUROPHARMA,,,,,Turtle strategy,,,,largecap,2.68,59.93,70.04,healthcare
29th Jul'26,RPEL,,,,,Turtle strategy,,,,midcap,2.75,59.69,67.3,building materials
29th Jul'26,PGIL,,,,,Turtle strategy,,,,midcap,3.37,59.33,70.28,consumer discretionary
29th Jul'26,MINDACORP,,,,,Turtle strategy,,,,midcap,1.27,57.2,68.94,auto
29th Jul'26,ASTRAMICRO,,,,,Turtle strategy,,,,midcap,4.09,57.08,77.9,aerospace & defence
29th Jul'26,RATEGAIN,,,,,Turtle strategy,,,,midcap,1.64,56.1,65.73,i.t
29th Jul'26,VIJAYA,,,,,Turtle strategy,,,,midcap,0.949,55.89,68.68,healthcare
29th Jul'26,ABDL,,,,,Turtle strategy,,,,midcap,3.95,55.85,63.74,fmcg
29th Jul'26,NOVARTIND,,,,,Turtle strategy,,,,smallcap,1.05,55.76,75.96,healthcare
29th Jul'26,GOODLUCK,,,,,Turtle strategy,,,,midcap,0.406,55.69,67.34,metals & mining
29th Jul'26,ADANIENSOL,,,,,Turtle strategy,,,,largecap,1.11,55.58,67.45,power & utilities
29th Jul'26,EIFFL,,,,,Turtle strategy,,,,smallcap,2.46,55.34,68.07,fmcg
29th Jul'26,WOCKPHARMA,,,,,Turtle strategy,,,,largecap,1.4,55.34,65.13,healthcare
29th Jul'26,CCL,,,,,Turtle strategy,,,,midcap,0.875,55.31,71.03,fmcg
29th Jul'26,RBLBANK,,,,,Turtle strategy,,,,largecap,1.71,55.04,68.8,bank
29th Jul'26,SANSERA,,,,,Turtle strategy,,,,midcap,1.76,55.01,79.58,auto
