Date,Symbol,Price,% change,Roc 10days,Rsi 14,Sma 8,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
22nd Sep'26 3:29:00,AUSOMENT,147.23,,-5.75,46.76,150.35,RSI 5 SWING TRADE STRATEGY,0.177,-1.67,58.43,,,,,
22nd Sep'26 3:29:00,OPTIEMUS,,,,,,Turtle strategy,,,,midcap,20.0,73.78,60.91,telecom
22nd Sep'26 3:29:00,SGIL,,,,,,Turtle strategy,,,,smallcap,6.47,66.02,70.22,industrials
22nd Sep'26 3:29:00,RBLBANK,,,,,,Turtle strategy,,,,largecap,5.17,64.25,74.43,bank
22nd Sep'26 3:29:00,BLSE,,,,,,Turtle strategy,,,,smallcap,3.42,64.06,60.62,i.t
22nd Sep'26 3:29:00,GABRIEL,,,,,,Turtle strategy,,,,largecap,14.04,61.01,73.27,auto
22nd Sep'26 3:29:00,DEEPINDS,,,,,,Turtle strategy,,,,smallcap,4.86,59.53,72.73,energy
22nd Sep'26 3:29:00,GHCLTEXTIL,,,,,,Turtle strategy,,,,smallcap,3.4,58.8,71.46,textiles
22nd Sep'26 3:29:00,KMEW,,,,,,Turtle strategy,,,,midcap,3.4,58.76,80.0,transportation
22nd Sep'26 3:29:00,KTKBANK,,,,,,Turtle strategy,,,,midcap,5.39,58.13,74.72,bank
22nd Sep'26 3:29:00,AYMSYNTEX,,,,,,Turtle strategy,,,,smallcap,2.44,57.81,69.83,textiles
22nd Sep'26 3:29:00,VADILALIND,,,,,,Turtle strategy,,,,midcap,2.47,57.66,70.03,fmcg
22nd Sep'26 3:29:00,KRISHANA,,,,,,Turtle strategy,,,,smallcap,3.92,57.63,82.34,chemicals
22nd Sep'26 3:29:00,SEAMECLTD,,,,,,Turtle strategy,,,,smallcap,2.11,57.37,68.36,miscellaneous
22nd Sep'26 3:29:00,MBAPL,,,,,,Turtle strategy,,,,smallcap,3.06,56.8,87.06,chemicals
22nd Sep'26 3:29:00,KANPRPLA,,,,,,Turtle strategy,,,,smallcap,4.69,56.55,68.72,industrials
22nd Sep'26 3:29:00,RPEL,,,,,,Turtle strategy,,,,midcap,2.96,56.54,73.95,building materials
22nd Sep'26 3:29:00,BOSCHLTD,,,,,,Turtle strategy,,,,largecap,1.52,56.51,68.26,auto
22nd Sep'26 3:29:00,BEPL,,,,,,Turtle strategy,,,,smallcap,1.66,56.21,62.75,energy
22nd Sep'26 3:29:00,SONACOMS,,,,,,Turtle strategy,,,,largecap,1.73,55.74,68.96,auto
22nd Sep'26 3:29:00,HEG,,,,,,Turtle strategy,,,,midcap,4.83,55.64,64.01,industrials
22nd Sep'26 3:29:00,PGIL,,,,,,Turtle strategy,,,,midcap,4.96,55.57,73.12,consumer discretionary
22nd Sep'26 3:29:00,ICIL,,,,,,Turtle strategy,,,,midcap,2.92,55.43,63.22,textiles
22nd Sep'26 3:29:00,MCX,,,,,,Turtle strategy,,,,largecap,1.67,55.41,74.84,financials
22nd Sep'26 3:29:00,APLAPOLLO,,,,,,Turtle strategy,,,,largecap,0.637,55.37,64.63,industrials
22nd Sep'26 3:29:00,ARIES,,,,,,Turtle strategy,,,,smallcap,1.54,55.36,68.11,chemicals
22nd Sep'26 3:29:00,SKYGOLD,,,,,,Turtle strategy,,,,midcap,0.981,55.15,81.16,consumer discretionary
