Date,Symbol,Price,% change,Roc 10days,Rsi 14,Sma 8,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
22nd Sep'26 3:29:00,GABRIEL,1471.4,14.04,7.91,61.01,1331.06,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,STEELCAS,350.15,10.3,7.13,60.16,318.97,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,AVTNPL,98.26,9.13,9.06,70.89,89.02,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,MARALOVER,61.11,7.46,-4.9,56.52,60.18,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,KTKBANK,331.5,5.39,-0.629,58.13,320.73,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,PVP,65.35,5.0,0.292,64.75,61.87,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,MAWANASUG,131.43,4.77,-9.43,48.99,129.39,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,ENTERO,1841.8,2.58,-2.98,64.45,1772.3,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,HITECHCORP,329.75,1.4,-1.38,49.12,330.04,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,SCPL,659.5,0.965,0.679,57.87,640.27,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,ALBERTDAVD,848.9,0.849,-1.63,54.3,846.17,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,AZAD,2776.2,0.409,-3.2,53.7,2730.74,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,ALPHAGEO,296.1,-0.135,-8.77,48.95,300.65,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,SHANTIGOLD,258.04,-0.251,-4.68,55.58,252.22,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,NITINSPIN,608.4,-0.393,-3.04,47.47,628.37,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,NAVINFLUOR,8438.0,-0.572,-1.92,51.64,8420.88,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,NYKAA,333.55,-0.729,0.256,50.04,334.21,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,TARSONS,331.5,-2.87,0.898,54.05,315.13,M Swing scan,,,,,,,,
22nd Sep'26 3:29:00,KTKBANK,331.5,,-0.629,58.13,320.73,RSI 5 SWING TRADE STRATEGY,5.39,-1.09,69.06,,,,,
22nd Sep'26 3:29:00,MAWANASUG,131.43,,-9.43,48.99,129.39,RSI 5 SWING TRADE STRATEGY,4.77,-11.85,60.15,,,,,
22nd Sep'26 3:29:00,HITECHCORP,329.75,,-1.38,49.12,330.04,RSI 5 SWING TRADE STRATEGY,1.4,-1.45,76.17,,,,,
