symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
ASKAUTOLTD,50.0,18,10,6,6,0.0,9.5,10.97,Stable,2.7869012877790533,False,False,True,65.42884318416455,75.0,Strong Buy,485.0
VSSL,52.0,22,10,1,0,0.0,0.55,3.27,Rising,7.617147576643735,False,False,False,92.77010055707645,70.83333333333334,Buy,297.3999938964844
JINDWORLD,52.0,18,10,1,0,0.0,0.16,0.0,Rising,9.159007344883108,False,False,False,98.01687981423245,67.5,Buy,32.060001373291016
TANLA,52.0,18,10,1,0,0.0,7.63,0.38,Rising,6.924750043735206,False,False,False,82.18706370268129,67.5,Buy,588.2999877929688
MRPL,52.0,15,10,1,0,0.0,2.17,0.39,Rising,6.67117728563722,False,False,False,95.89583024933277,65.0,Buy,173.3300018310547
ABB,44.0,18,10,5,0,0.0,8.19,9.28,Rising,12.163545933294317,False,False,False,83.48854243566916,64.16666666666667,Watch,7667.5
CHENNPETRO,44.0,18,10,5,0,0.0,14.98,1.01,Rising,5.090209209935104,False,False,False,74.693645163615,64.16666666666667,Watch,1240.800048828125
BHEL,34.0,22,10,8,0,0.0,9.52,22.35,Rising,10.158126223019458,False,False,False,69.30040836343429,61.66666666666667,Watch,435.3999938964844
RAJRATAN,44.0,18,10,1,0,0.0,0.57,8.3,Stable,2.8731472781333034,False,False,False,70.2544462189695,60.83333333333333,Watch,495.8999938964844
GLOBUSSPR,36.0,22,10,5,0,0.0,7.52,10.93,Rising,6.743333749417224,False,False,False,85.3214299426529,60.83333333333333,Watch,988.5499877929688
LAGNAM,44.0,18,10,1,0,0.0,0.0,0.0,Rising,5.0500112052908275,False,False,False,94.51084833068869,60.83333333333333,Watch,85.08000183105469
JETFREIGHT,44.0,11,10,1,0,0.0,0.0,0.0,Rising,20.505341734688166,False,False,False,90.37115119569191,55.00000000000001,Watch,24.799999237060547
BEPL,36.0,18,10,1,0,0.0,1.4,0.01,Rising,7.38202561247665,False,False,False,74.48229813417339,54.166666666666664,Watch,109.68000030517578
TIMETECHNO,26.0,18,10,8,0,0.0,10.88,17.37,Rising,8.163811930940712,False,False,False,70.45617163989067,51.66666666666667,Watch,199.39999389648438
AARVI,36.0,15,10,1,0,0.0,0.0,0.0,Rising,-1.107962612626201,False,False,False,79.96210706434432,51.66666666666667,Watch,153.52000427246094
ASAL,26.0,18,10,1,6,0.0,0.0,0.01,Rising,1.5466823366686144,False,False,True,79.78867582036831,50.83333333333333,Watch,531.7999877929688
