symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
MONQ50,52.0,15,10,1,0,0.0,0.0,0.0,Rising,13.071941744061144,False,False,False,88.53208164357243,65.0,Buy,164.08999633789062
ALIVUS,34.0,18,10,3,6,0.0,5.54,7.18,Stable,-3.7957975071849615,False,False,True,67.88105472584336,59.166666666666664,Watch,1388.9000244140625
PAISALO,32.0,18,10,3,0,0.0,6.79,6.83,Rising,18.398693936832444,False,False,False,64.0302509669711,52.5,Watch,79.41000366210938
VENUSPIPES,26.0,18,10,6,0,0.0,2.63,17.81,Rising,12.402212227595477,False,False,False,70.58665637007928,50.0,Watch,1805.4000244140625
MASPTOP50,26.0,15,10,1,6,0.0,0.0,0.0,Rising,6.7345898892514855,False,False,True,74.9602410002977,48.333333333333336,Avoid,85.9000015258789
SYRMA,18.0,22,10,6,0,0.0,7.51,15.9,Rising,12.90835149268661,False,False,False,83.28082114208914,46.666666666666664,Avoid,1634.800048828125
AUROPHARMA,12.0,18,10,8,6,0.0,16.38,25.05,Stable,-1.3841886860483377,False,False,True,71.8915164228094,45.0,Avoid,1660.0
PNBHOUSING,12.0,15,10,8,6,0.0,16.81,45.71,Rising,2.612845102945971,False,False,True,75.31784645247211,42.5,Avoid,1182.0999755859375
TALBROAUTO,18.0,15,10,1,6,0.0,1.27,0.18,Rising,5.111976782867722,False,False,True,78.15694108329299,41.66666666666667,Avoid,431.79998779296875
SHAILY,6.0,18,10,8,6,0.0,18.18,14.84,Stable,2.5227291158787857,False,False,True,56.97281926031986,40.0,Avoid,3348.699951171875
HFCL,4.0,18,10,8,6,0.0,15.74,10.92,Declining,2.6918505466604348,False,True,False,36.551201446707246,38.333333333333336,Avoid,243.00999450683594
NEULANDLAB,4.0,12,10,8,12,0.0,21.08,16.52,Stable,-0.6731813246471208,False,True,True,39.295180722891565,38.333333333333336,Avoid,22870.0
GROWWDEFNC,4.0,18,10,1,12,0.0,0.0,0.0,Rising,1.033591731266159,False,True,True,45.29709413124883,37.5,Avoid,97.75
PLASTIBLEN,10.0,18,10,1,6,0.0,0.25,0.0,Rising,4.068108842468021,False,False,True,65.26171439379908,37.5,Avoid,193.13999938964844
NRBBEARING,6.0,15,10,8,6,0.0,18.92,13.85,Rising,5.400981996726673,False,False,True,57.74376553698719,37.5,Avoid,483.0
SANSERA,4.0,15,10,8,6,0.0,21.52,31.04,Stable,-0.17166157242826108,False,False,True,53.34241027945518,35.833333333333336,Avoid,3896.300048828125
LAURUSLABS,4.0,15,10,8,6,0.0,28.0,13.73,Declining,0.8111289097532781,False,False,True,33.934854844894765,35.833333333333336,Avoid,1876.699951171875
LALPATHLAB,4.0,15,10,8,6,0.0,17.35,21.59,Rising,-0.13127494055610311,False,False,True,52.286821329827085,35.833333333333336,Avoid,1901.9000244140625
MODEFENCE,10.0,15,10,1,6,0.0,0.0,0.0,Rising,1.4377569291672998,False,False,True,65.84933530514303,35.0,Avoid,107.23999786376953
HNDFDS,4.0,22,10,6,0,0.0,5.86,14.65,Rising,-2.3598745145189004,False,False,False,41.50912407949113,35.0,Avoid,628.9000244140625
RPTECH,4.0,22,10,5,0,0.0,3.27,12.68,Declining,5.475225579637866,False,False,False,20.03465621446064,34.166666666666664,Avoid,853.4000244140625
E2E,12.0,18,10,1,0,0.0,1.27,6.07,Rising,1.497823711916424,False,False,False,70.83804178057665,34.166666666666664,Avoid,630.2000122070312
SENORES,4.0,15,10,5,6,0.0,6.62,9.77,Rising,2.9421908479233982,False,False,True,50.61246834089476,33.33333333333333,Avoid,1497.5
PRICOLLTD,4.0,12,10,8,6,0.0,13.95,11.79,Stable,-2.2145576429187575,False,False,True,36.48401866567971,33.33333333333333,Avoid,779.3499755859375
NEOGEN,6.0,18,10,6,0,0.0,4.11,19.6,Stable,2.4699474313829795,False,False,False,58.101093642609214,33.33333333333333,Avoid,2207.10009765625
AJANTPHARM,4.0,12,10,8,6,0.0,7.68,21.8,Stable,0.2510856170259146,False,False,True,32.363723575564464,33.33333333333333,Avoid,3513.60009765625
FINCABLES,6.0,15,10,8,0,0.0,9.65,16.71,Rising,-1.006394570056779,False,False,False,56.45660707391901,32.5,Avoid,1227.0
ROLEXRINGS,12.0,9,10,8,0,0.0,5.4,28.76,Declining,-1.6845727726761406,False,False,False,71.43883511711684,32.5,Avoid,175.6699981689453
MOSMALL250,4.0,18,10,1,6,0.0,0.0,0.0,Rising,0.4331344162433748,False,False,True,34.880589293341274,32.5,Avoid,18.549999237060547
GNA,4.0,15,10,3,6,0.0,1.7,11.59,Stable,2.0189688709820297,False,False,True,26.964293986306824,31.666666666666664,Avoid,543.2000122070312
MANORAMA,12.0,15,10,1,0,0.0,3.22,2.63,Rising,9.24754501559093,False,False,False,79.1497020993111,31.666666666666664,Avoid,2003.5999755859375
BOSCHLTD,4.0,12,10,6,6,0.0,7.1,15.17,Stable,-1.0813594232749746,False,False,True,46.32588203319044,31.666666666666664,Avoid,48025.0
RADICO,4.0,9,10,8,6,0.0,18.2,28.08,Stable,-0.6771965672876079,False,False,True,25.785211506869025,30.833333333333336,Avoid,4444.0
EMIL,4.0,15,10,8,0,0.0,4.77,20.89,Stable,1.4456508759474351,False,False,False,43.135923981972894,30.833333333333336,Avoid,178.24000549316406
MUNJALAU,8.0,18,10,1,0,0.0,0.06,0.03,Stable,0.5023400620593588,False,False,False,62.45684497984513,30.833333333333336,Avoid,116.04000091552734
SMALLCAP,4.0,15,10,1,6,0.0,0.0,0.0,Stable,0.756644008873808,False,False,True,49.35321047011047,30.0,Avoid,49.27000045776367
