Date,Symbol,Price,% change,Roc 10days,Rsi 14,Sma 8,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
31st Aug'26 3:29:00,LOKESHMACH,345.25,10.5,4.68,58.77,318.53,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,PGIL,2463.8,6.46,3.61,65.62,2353.14,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,SANGINITA,55.97,4.99,-1.29,51.28,53.59,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,KAPSTON,586.8,4.94,12.26,68.89,528.62,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,SAHYADRI,356.2,3.67,-8.23,57.31,354.19,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,FEDERALBNK,356.7,3.62,0.734,55.54,351.51,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,PIDILITIND,1687.7,3.57,1.12,58.99,1655.41,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,SSWL,305.65,3.43,-1.24,57.59,296.2,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,NESTLEIND,1496.5,2.88,1.8,55.56,1467.25,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,TALBROAUTO,411.4,2.5,-2.85,50.0,410.21,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,SHRIRAMFIN,1109.9,2.12,-1.08,53.09,1116.38,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,UJJIVANSFB,69.11,1.86,-4.29,49.27,69.78,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,MINDACORP,712.55,1.39,-1.74,50.86,713.52,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,PANAMAPET,471.35,1.32,-3.23,49.22,477.39,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,AJANTPHARM,3601.9,1.26,-3.13,57.39,3585.94,M Swing scan,,,,,,,,
31st Aug'26 3:29:00,MONARCH,380.6,1.06,-2.17,51.21,382.12,M Swing scan,,,,,,,,
