symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
METROPOLIS,40.0,22,10,8,6,0.0,10.43,35.8,Stable,6.183460496023763,False,False,True,64.97889448054372,71.66666666666667,Buy,573.5499877929688
MAXESTATES,52.0,15,10,8,0,0.0,25.88,7.65,Rising,11.201866977829633,False,False,False,82.12314645731698,70.83333333333334,Buy,476.5
SHAHALLOYS,52.0,18,10,1,0,0.0,0.0,0.0,Rising,7.943185282821186,False,False,False,70.93520631845126,67.5,Buy,74.47000122070312
MUNJALAU,52.0,18,10,1,0,0.0,0.0,0.03,Rising,19.031703614880268,False,False,False,97.57159174877845,67.5,Buy,110.38999938964844
MANAPPURAM,36.0,18,10,8,0,0.0,23.23,12.96,Rising,6.755087313969388,False,False,False,70.17027851771118,60.0,Watch,346.1000061035156
VISAKAIND,26.0,18,10,1,0,0.0,0.1,0.02,Rising,3.3645380018358484,False,False,False,81.78813933181128,45.83333333333333,Avoid,81.72000122070312
MOSCHIP,26.0,18,10,1,0,0.0,0.4,0.0,Rising,12.349265979773616,False,False,False,84.78968145002804,45.83333333333333,Avoid,231.99000549316406
EPL,12.0,18,10,8,0,0.0,17.22,10.2,Rising,7.50444612463077,False,False,False,70.10481422625682,40.0,Avoid,241.6699981689453
DIACABS,12.0,18,10,1,6,0.0,0.36,0.07,Rising,4.504637479476004,False,False,True,77.32676200029309,39.166666666666664,Avoid,218.77000427246094
SURYAROSNI,12.0,18,10,1,6,0.0,4.68,2.1,Rising,1.7856433042209519,False,False,True,75.02038077290756,39.166666666666664,Avoid,263.3500061035156
VERANDA,18.0,18,10,1,0,0.0,2.37,0.56,Rising,8.599047375993285,False,False,False,75.34631853808273,39.166666666666664,Avoid,259.5299987792969
AZAD,10.0,18,10,8,0,0.0,14.75,11.71,Rising,9.30277558650825,False,False,False,69.31756284663886,38.333333333333336,Avoid,2246.5
RITCO,10.0,22,10,1,0,0.0,0.02,2.82,Rising,5.260081948587536,False,False,False,69.41437711153291,35.833333333333336,Avoid,270.1499938964844
KALYANIFRG,8.0,18,10,1,6,0.0,0.0,0.0,Rising,5.313496068463941,False,False,True,61.333829411217565,35.833333333333336,Avoid,644.1500244140625
SOTL,12.0,18,10,3,0,0.0,0.88,13.18,Rising,12.736129389301354,False,False,False,71.49032125951574,35.833333333333336,Avoid,578.9000244140625
RBLBANK,4.0,15,10,8,6,0.0,7.88,17.69,Stable,-0.12192973969302745,False,False,True,42.94624375884632,35.833333333333336,Avoid,368.6000061035156
LALPATHLAB,4.0,18,10,8,0,0.0,17.18,21.37,Rising,2.4176922614894236,False,False,False,35.73472120602862,33.33333333333333,Avoid,1686.0
BANKA,4.0,18,10,1,6,0.0,0.0,0.0,Rising,-2.437476724121068,False,False,True,34.2346853613754,32.5,Avoid,92.05999755859375
AVANTEL,12.0,15,10,1,0,0.0,0.55,0.92,Rising,1.5631996025490924,False,False,False,76.86320566011416,31.666666666666664,Avoid,181.9199981689453
INOXGREEN,8.0,15,10,3,0,0.0,8.74,1.5,Rising,4.0684724692577,False,False,False,60.52633750692304,30.0,Avoid,206.67999267578125
DATAPATTNS,4.0,9,10,6,6,0.0,12.47,11.68,Stable,2.525660852224254,False,True,False,44.23940745854693,29.166666666666668,Avoid,4615.5
PRECOT,4.0,18,10,1,0,0.0,0.0,0.0,Rising,4.015823638675808,False,False,False,46.44682987103251,27.500000000000004,Avoid,775.75
KIRLPNU,4.0,9,10,8,0,0.0,9.56,26.53,Rising,-4.911898781866131,False,False,False,40.97675394447444,25.833333333333336,Avoid,1848.5999755859375
MENONBE,4.0,12,10,1,0,0.0,0.21,0.03,Declining,0.6764072380735175,False,False,False,36.66479343247956,22.5,Avoid,166.6999969482422
BHAGYANGR,4.0,12,10,1,0,0.0,0.41,0.0,Rising,-9.679290892617775,False,False,False,37.87641620658421,22.5,Avoid,390.04998779296875
