Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
8th Jul'26,CONSOFINVT,smallcap,8.4,68.62,60.1,financials,Screener 1,,,
8th Jul'26,BALAMINES,midcap,6.23,58.43,60.72,chemicals,Screener 1,,,
8th Jul'26,SILVERTUC,smallcap,3.62,56.06,76.5,i.t,Screener 1,,,
8th Jul'26,INOXINDIA,midcap,3.85,55.67,76.44,industrials,Screener 1,,,
8th Jul'26,ANTELOPUS,smallcap,3.45,55.44,62.24,energy,Screener 1,,,
8th Jul'26,INDIANCARD,,7.25,,,,Tiger breakouts,62.7,smallcap,textiles
8th Jul'26,CONSOFINVT,,8.4,,,,Tiger breakouts,16.09,smallcap,financials
8th Jul'26,ALKYLAMINE,,3.23,,,,Tiger breakouts,13.7,midcap,chemicals
8th Jul'26,3IINFOLTD,,3.49,,,,Tiger breakouts,11.53,smallcap,i.t
8th Jul'26,OAL,,6.31,,,,Tiger breakouts,9.89,smallcap,chemicals
8th Jul'26,ASAHISONG,,1.83,,,,Tiger breakouts,8.66,smallcap,chemicals
8th Jul'26,SUPRAJIT,,0.985,,,,Tiger breakouts,6.9,midcap,auto
8th Jul'26,ORIENTCER,,2.77,,,,Tiger breakouts,5.91,smallcap,building materials
8th Jul'26,JGCHEM,,1.44,,,,Tiger breakouts,4.61,smallcap,chemicals
8th Jul'26,WSTCSTPAPR,,1.62,,,,Tiger breakouts,4.51,smallcap,building materials
8th Jul'26,MOSCHIP,,2.39,,,,Tiger breakouts,3.71,smallcap,i.t
8th Jul'26,INNOVACAP,,1.52,,,,Tiger breakouts,3.62,midcap,healthcare
8th Jul'26,KSL,,3.43,,,,Tiger breakouts,3.33,smallcap,metals & mining
8th Jul'26,J&KBANK,,1.37,,,,Tiger breakouts,2.8,midcap,bank
8th Jul'26,SANGAMIND,,-0.634,,,,Tiger breakouts,2.72,smallcap,textiles
8th Jul'26,AVANTEL,,2.56,,,,Tiger breakouts,2.51,smallcap,aerospace & defence
8th Jul'26,AGARWALEYE,,1.12,,,,Tiger breakouts,2.18,midcap,healthcare
