Date,Symbol,Price,% change,Roc 10days,Rsi 14,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
31st Jul'26,PSPPROJECT,,,-6.53,45.24,RSI 5 SWING TRADE STRATEGY,2.83,-2.28,60.58,,,,,
31st Jul'26,GREAVESCOT,,,-4.57,53.58,RSI 5 SWING TRADE STRATEGY,2.69,8.21,64.71,,,,,
31st Jul'26,MGEL,,,-3.33,46.38,RSI 5 SWING TRADE STRATEGY,2.57,0.251,59.08,,,,,
31st Jul'26,SPORTKING,,,2.05,55.6,RSI 5 SWING TRADE STRATEGY,2.5,15.49,74.0,,,,,
31st Jul'26,JASH,,,-3.06,50.04,RSI 5 SWING TRADE STRATEGY,2.46,-0.542,58.14,,,,,
31st Jul'26,GOODLUCK,,,-1.88,52.58,RSI 5 SWING TRADE STRATEGY,2.21,2.05,62.56,,,,,
31st Jul'26,PNBHOUSING,,,-4.25,46.78,RSI 5 SWING TRADE STRATEGY,1.94,1.42,58.27,,,,,
31st Jul'26,SOLARINDS,,,-0.411,51.93,RSI 5 SWING TRADE STRATEGY,1.87,-1.63,64.36,,,,,
31st Jul'26,EIMCOELECO,,,-2.87,50.26,RSI 5 SWING TRADE STRATEGY,1.86,1.57,55.74,,,,,
31st Jul'26,PGHL,,,-2.87,52.4,RSI 5 SWING TRADE STRATEGY,1.58,4.39,70.47,,,,,
31st Jul'26,AZAD,,,-1.6,49.76,RSI 5 SWING TRADE STRATEGY,1.46,11.54,59.22,,,,,
31st Jul'26,GARFIBRES,,,-4.26,48.86,RSI 5 SWING TRADE STRATEGY,1.4,-4.28,55.69,,,,,
31st Jul'26,NPST,,,-3.44,47.15,RSI 5 SWING TRADE STRATEGY,1.36,-5.75,53.78,,,,,
31st Jul'26,DEEPAKFERT,,,-2.58,48.02,RSI 5 SWING TRADE STRATEGY,1.33,-0.34,61.84,,,,,
31st Jul'26,HONASA,,,-3.73,51.13,RSI 5 SWING TRADE STRATEGY,0.807,-1.82,72.19,,,,,
31st Jul'26,PLASTIBLEN,,,-6.26,49.52,RSI 5 SWING TRADE STRATEGY,0.747,2.82,60.34,,,,,
31st Jul'26,OBEROIRLTY,,,-3.54,50.32,RSI 5 SWING TRADE STRATEGY,0.733,3.31,59.02,,,,,
31st Jul'26,ITDC,,,-5.81,51.24,RSI 5 SWING TRADE STRATEGY,0.545,19.34,59.69,,,,,
31st Jul'26,KAJARIACER,,,-3.32,48.3,RSI 5 SWING TRADE STRATEGY,0.528,-1.0,60.1,,,,,
31st Jul'26,MANGLMCEM,,,-3.66,51.82,RSI 5 SWING TRADE STRATEGY,0.513,4.07,60.47,,,,,
31st Jul'26,IKIO,,,-8.73,53.27,RSI 5 SWING TRADE STRATEGY,0.502,31.85,60.4,,,,,
31st Jul'26,BIOCON,,,-2.63,49.33,RSI 5 SWING TRADE STRATEGY,0.082,1.77,59.27,,,,,
31st Jul'26,XPROINDIA,,,,,Turtle strategy,,,,smallcap,7.58,67.61,66.83,industrials
31st Jul'26,TORNTPHARM,,,,,Turtle strategy,,,,largecap,5.15,64.1,81.18,healthcare
31st Jul'26,ASTRAMICRO,,,,,Turtle strategy,,,,midcap,7.86,62.61,79.14,aerospace & defence
31st Jul'26,GRWRHITECH,,,,,Turtle strategy,,,,midcap,3.69,61.23,69.87,industrials
31st Jul'26,ANANDRATHI,,,,,Turtle strategy,,,,largecap,1.69,60.86,78.46,financials
31st Jul'26,WOCKPHARMA,,,,,Turtle strategy,,,,largecap,2.93,60.22,66.21,healthcare
31st Jul'26,STEL,,,,,Turtle strategy,,,,smallcap,2.64,59.26,64.1,financials
31st Jul'26,SAKAR,,,,,Turtle strategy,,,,smallcap,4.84,58.28,87.58,healthcare
31st Jul'26,RICOAUTO,,,,,Turtle strategy,,,,smallcap,2.41,58.03,61.13,auto
31st Jul'26,AVL,,,,,Turtle strategy,,,,midcap,2.03,57.8,63.34,consumer discretionary
31st Jul'26,TALBROAUTO,,,,,Turtle strategy,,,,smallcap,2.18,57.78,67.04,auto
31st Jul'26,ALIVUS,,,,,Turtle strategy,,,,midcap,5.87,57.63,63.7,healthcare
31st Jul'26,AARVI,,,,,Turtle strategy,,,,smallcap,3.17,57.24,62.54,miscellaneous
31st Jul'26,PARAS,,,,,Turtle strategy,,,,midcap,3.64,56.93,74.33,aerospace & defence
31st Jul'26,ABCAPITAL,,,,,Turtle strategy,,,,largecap,2.6,56.26,70.89,financials
31st Jul'26,STYLAMIND,,,,,Turtle strategy,,,,midcap,0.741,56.16,79.72,building materials
31st Jul'26,UFBL,,,,,Turtle strategy,,,,smallcap,3.77,55.75,67.04,consumer discretionary
31st Jul'26,SPORTKING,,,,,Turtle strategy,,,,smallcap,2.5,55.6,75.86,textiles
