Date,Symbol,Price,% change,Roc 10days,Rsi 14,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
31st Jul'26,PRECOT,809.55,4.98,-1.91,53.8,M Swing scan,,,,,,,,
31st Jul'26,GALAPREC,1093.9,3.78,-7.45,46.97,M Swing scan,,,,,,,,
31st Jul'26,NITINSPIN,544.2,3.61,-1.12,51.45,M Swing scan,,,,,,,,
31st Jul'26,CENTUM,3543.1,2.79,-4.53,48.55,M Swing scan,,,,,,,,
31st Jul'26,AVALON,1807.9,2.75,4.87,59.56,M Swing scan,,,,,,,,
31st Jul'26,SPORTKING,201.26,2.5,2.05,55.6,M Swing scan,,,,,,,,
31st Jul'26,GOODLUCK,1517.5,2.21,-1.88,52.58,M Swing scan,,,,,,,,
31st Jul'26,MUFIN,131.74,2.07,1.92,58.25,M Swing scan,,,,,,,,
31st Jul'26,NRL,106.59,2.0,-1.16,67.9,M Swing scan,,,,,,,,
31st Jul'26,SOLARINDS,18391.0,1.87,-0.411,51.93,M Swing scan,,,,,,,,
31st Jul'26,ZYDUSLIFE,1126.8,1.05,-1.48,53.1,M Swing scan,,,,,,,,
31st Jul'26,HONASA,449.55,0.807,-3.73,51.13,M Swing scan,,,,,,,,
31st Jul'26,AMBIKCO,1711.8,0.706,-0.949,51.63,M Swing scan,,,,,,,,
31st Jul'26,SETCO,17.7,0.568,-1.72,50.88,M Swing scan,,,,,,,,
31st Jul'26,INOXINDIA,1908.0,0.553,-3.65,49.58,M Swing scan,,,,,,,,
31st Jul'26,ACMESOLAR,362.6,0.527,-5.88,48.45,M Swing scan,,,,,,,,
31st Jul'26,MANGLMCEM,950.45,0.513,-3.66,51.82,M Swing scan,,,,,,,,
31st Jul'26,VENUSPIPES,1666.1,0.301,-2.5,47.91,M Swing scan,,,,,,,,
31st Jul'26,SANGAMIND,609.9,-0.934,-4.25,59.38,M Swing scan,,,,,,,,
31st Jul'26,IFGLEXPOR,,,-1.91,53.36,RSI 5 SWING TRADE STRATEGY,7.09,15.62,54.66,,,,,
31st Jul'26,RPPL,,,-5.12,50.14,RSI 5 SWING TRADE STRATEGY,6.34,-2.36,59.26,,,,,
31st Jul'26,BHARATSE,,,-1.53,53.6,RSI 5 SWING TRADE STRATEGY,6.27,16.74,59.87,,,,,
31st Jul'26,THELEELA,,,1.84,59.47,RSI 5 SWING TRADE STRATEGY,5.66,4.03,62.28,,,,,
31st Jul'26,PDSL,,,0.47,56.28,RSI 5 SWING TRADE STRATEGY,5.36,-0.506,59.4,,,,,
31st Jul'26,PRECOT,,,-1.91,53.8,RSI 5 SWING TRADE STRATEGY,4.98,8.55,67.86,,,,,
31st Jul'26,SHAREINDIA,,,0.7,58.0,RSI 5 SWING TRADE STRATEGY,3.97,32.74,61.85,,,,,
31st Jul'26,GALAPREC,,,-7.45,46.97,RSI 5 SWING TRADE STRATEGY,3.78,-1.19,65.94,,,,,
31st Jul'26,NITINSPIN,,,-1.12,51.45,RSI 5 SWING TRADE STRATEGY,3.61,-4.86,67.72,,,,,
31st Jul'26,FOSECOIND,,,1.49,53.08,RSI 5 SWING TRADE STRATEGY,3.3,-3.71,53.27,,,,,
31st Jul'26,EIEL,,,-0.077,50.34,RSI 5 SWING TRADE STRATEGY,3.02,-1.64,55.91,,,,,
