Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
21st May'26,J&KBANK,midcap,4.27,60.47,66.75,bank,Screener 1,,,
21st May'26,ANANDRATHI,largecap,1.75,59.69,76.3,financials,Screener 1,,,
21st May'26,LLOYDSME,largecap,3.58,57.92,65.98,metals & mining,Screener 1,,,
21st May'26,JAYNECOIND,midcap,3.37,57.3,70.05,metals & mining,Screener 1,,,
21st May'26,SYRMA,midcap,2.06,56.65,73.34,consumer discretionary,Screener 1,,,
21st May'26,STEELCAS,smallcap,2.8,56.48,70.96,industrials,Screener 1,,,
21st May'26,HSCL,largecap,1.57,56.33,61.81,chemicals,Screener 1,,,
21st May'26,MBAPL,smallcap,0.886,56.21,75.58,chemicals,Screener 1,,,
21st May'26,PRIVISCL,midcap,2.9,56.07,67.53,chemicals,Screener 1,,,
21st May'26,POLYPLEX,,10.72,,,,Tiger breakouts,50.64,smallcap,industrials
21st May'26,SANDHAR,,10.53,,,,Tiger breakouts,49.6,smallcap,auto
21st May'26,HONAUT,,15.85,,,,Tiger breakouts,34.21,largecap,consumer discretionary
21st May'26,IRB,,8.09,,,,Tiger breakouts,28.99,largecap,realty
21st May'26,KDDL,,10.31,,,,Tiger breakouts,19.87,smallcap,consumer discretionary
21st May'26,IMPAL,,10.25,,,,Tiger breakouts,15.5,smallcap,auto
21st May'26,MEDPLUS,,4.73,,,,Tiger breakouts,13.57,midcap,consumer discretionary
21st May'26,SAMMAANCAP,,8.79,,,,Tiger breakouts,8.29,midcap,financials
21st May'26,TECHNOE,,7.62,,,,Tiger breakouts,8.27,midcap,realty
21st May'26,AGARWALEYE,,4.66,,,,Tiger breakouts,6.41,midcap,healthcare
21st May'26,METROBRAND,,6.25,,,,Tiger breakouts,5.87,largecap,consumer discretionary
21st May'26,RACLGEAR,,10.15,,,,Tiger breakouts,5.62,smallcap,auto
21st May'26,GANDHITUBE,,5.85,,,,Tiger breakouts,5.57,smallcap,metals & mining
21st May'26,DJML,,1.06,,,,Tiger breakouts,5.35,smallcap,transportation
21st May'26,ATGL,,4.5,,,,Tiger breakouts,5.04,largecap,energy
21st May'26,PAGEIND,,0.091,,,,Tiger breakouts,4.92,largecap,consumer discretionary
21st May'26,GPTINFRA,,-0.526,,,,Tiger breakouts,4.81,smallcap,realty
21st May'26,JAGSNPHARM,,6.29,,,,Tiger breakouts,4.1,smallcap,healthcare
21st May'26,ENTERO,,3.6,,,,Tiger breakouts,3.49,midcap,healthcare
21st May'26,APOLLOHOSP,,2.85,,,,Tiger breakouts,3.2,largecap,healthcare
21st May'26,AKASH,,1.57,,,,Tiger breakouts,2.92,smallcap,realty
21st May'26,MOTHERSON,,3.65,,,,Tiger breakouts,2.83,largecap,auto
21st May'26,FAZE3Q,,3.41,,,,Tiger breakouts,2.8,smallcap,textiles
21st May'26,JSWSTEEL,,-0.148,,,,Tiger breakouts,2.7,largecap,metals & mining
21st May'26,RUCHIRA,,2.56,,,,Tiger breakouts,2.37,smallcap,building materials
21st May'26,ISGEC,,1.25,,,,Tiger breakouts,2.35,midcap,realty
21st May'26,STARHEALTH,,0.519,,,,Tiger breakouts,2.29,largecap,financials
