symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
FEDERALBNK,28,25,10,10,6,0.0,26.05,50.39,Rising,4.2056054528121,False,False,True,94.28101026869447,65.83333333333333,Buy,301.04998779296875
FIEMIND,25,30,10,6,6,0.0,6.86,11.4,Rising,1.373533582359876,False,False,True,70.77920527270992,64.16666666666667,Watch,2347.0
BHARATFORG,20,25,10,10,6,0.0,14.15,32.62,Rising,-0.10832433778932282,False,False,True,72.064897607919,59.166666666666664,Watch,1936.5
APOLLOHOSP,19,17,10,10,6,0.0,42.62,22.76,Stable,0.21758839528558394,False,False,True,61.334962193368284,51.66666666666667,Watch,8290.5
ABDL,11,30,10,2,6,0.0,3.23,4.82,Stable,5.992412352335852,False,True,False,57.475292012021924,49.166666666666664,Avoid,572.2000122070312
TDPOWERSYS,11,22,10,10,6,0.0,26.69,22.24,Stable,-3.394664000891856,False,True,False,55.821308896546874,49.166666666666664,Avoid,1286.300048828125
PNBGILTS,25,20,10,2,0,0.0,0.18,0.0,Rising,12.107380268077804,False,False,False,88.76980728485087,47.5,Avoid,86.0199966430664
IMFA,10,25,10,2,6,0.0,3.87,0.82,Rising,2.0035316157875904,False,False,True,31.48936244602556,44.166666666666664,Avoid,1501.9000244140625
AGIIL,11,20,10,2,6,0.0,3.98,0.01,Declining,6.054796192744005,False,True,False,55.05866345118599,40.833333333333336,Avoid,387.1000061035156
ARIHANT,16,18,10,2,0,0.0,0.0,1.84,Rising,-7.182044731006276,False,False,False,26.72912896097273,38.333333333333336,Avoid,829.0499877929688
VALIANTORG,14,20,10,2,0,0.0,0.28,0.0,Rising,-0.5624523431038031,False,False,False,64.08807364197322,38.333333333333336,Avoid,300.54998779296875
