symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
TIMKEN,28,25,10,10,6,0.0,6.96,30.63,Rising ↑,4.011151626040332,False,False,True,80.7535252100322,65.83333333333333,✅ Buy,3656.199951171875
MOTHERSON,22,25,10,10,6,0.0,12.45,21.08,Stable →,4.805326722119063,False,False,True,74.18036052512883,60.83333333333333,👀 Watch,132.1699981689453
PANAMAPET,25,30,10,4,0,0.0,11.28,0.67,Rising ↑,8.744738738679448,False,False,False,82.76020471081515,57.49999999999999,👀 Watch,322.70001220703125
ZYDUSLIFE,28,25,10,6,0,0.0,6.95,11.2,Rising ↑,4.956132174438799,False,False,False,91.35381083115075,57.49999999999999,👀 Watch,1040.8499755859375
CGPOWER,19,22,10,10,6,0.0,12.03,18.01,Declining ↓,0.5894488653109375,False,False,True,68.46920159974277,55.833333333333336,👀 Watch,853.25
DIVISLAB,19,20,10,10,6,0.0,20.29,19.13,Rising ↑,-0.41176045654843785,False,False,True,61.395821380182426,54.166666666666664,👀 Watch,6893.0
SONAMLTD,28,25,10,2,0,0.0,0.26,0.0,Rising ↑,9.95370338006165,False,False,False,72.63469751574303,54.166666666666664,👀 Watch,57.0
TATACOMM,25,20,10,10,0,0.0,14.44,19.14,Rising ↑,7.215747947687778,False,False,False,80.98201989108937,54.166666666666664,👀 Watch,1775.5999755859375
FAZE3Q,22,25,10,2,6,0.0,0.14,0.77,Rising ↑,6.567230453770279,False,False,True,75.87576344107589,54.166666666666664,👀 Watch,478.70001220703125
ELGIEQUIP,17,20,10,10,6,0.0,22.2,9.08,Rising ↑,7.789850054179759,False,False,True,67.16724528481967,52.5,👀 Watch,565.25
DJML,28,17,10,2,6,0.0,0.05,0.0,Rising ↑,2.722830546045407,False,False,True,92.30323141551963,52.5,👀 Watch,96.58000183105469
CARYSIL,28,20,10,4,0,0.0,1.59,11.74,Rising ↑,12.05129776393299,False,False,False,85.76637046425253,51.66666666666667,👀 Watch,1022.2999877929688
WANBURY,19,25,10,2,6,0.0,0.59,0.0,Stable →,4.77664153417201,False,False,True,69.9615596961996,51.66666666666667,👀 Watch,270.8999938964844
GPIL,28,20,10,2,0,0.0,5.94,2.63,Rising ↑,5.738982231120349,False,False,False,82.41035159900342,50.0,👀 Watch,305.8500061035156
KDDL,25,20,10,4,0,0.0,8.16,1.88,Rising ↑,14.824087812989163,False,False,False,69.8010319336471,49.166666666666664,⚠️ Avoid,2614.199951171875
KTKBANK,22,17,10,10,0,0.0,11.78,16.16,Rising ↑,6.823239948554494,False,False,False,73.79781599876654,49.166666666666664,⚠️ Avoid,263.79998779296875
CUMMINSIND,8,17,10,10,12,0.0,20.77,19.43,Stable →,0.6055524501583642,False,True,True,53.316462148903945,47.5,⚠️ Avoid,5399.5
HINDALCO,11,20,10,10,6,0.0,29.96,21.35,Rising ↑,-1.6133461470459798,False,False,True,59.120567240389,47.5,⚠️ Avoid,1085.5
NDLVENTURE,20,25,10,2,0,0.0,5.39,0.04,Rising ↑,11.296072416913038,False,False,False,78.48954844710366,47.5,⚠️ Avoid,131.0399932861328
DBSTOCKBRO,25,20,10,2,0,0.0,0.0,0.0,Rising ↑,7.469178649894537,False,False,False,66.68502202643171,47.5,⚠️ Avoid,29.639999389648438
HAPPYFORGE,22,13,10,6,6,0.0,1.73,16.48,Stable →,-0.2601602492570243,False,False,True,62.48971293585277,47.5,⚠️ Avoid,1380.199951171875
CENTUM,19,20,10,8,0,0.0,2.37,21.51,Stable →,0.6174878193919708,False,False,False,63.38857806629148,47.5,⚠️ Avoid,2998.199951171875
SOUTHBANK,13,17,10,10,6,0.0,24.21,12.75,Stable →,7.560404573949664,False,False,True,55.98804986376377,46.666666666666664,⚠️ Avoid,41.400001525878906
AKASH,11,25,10,2,6,0.0,0.0,0.0,Rising ↑,2.461767476909227,False,False,True,59.74320130605521,45.0,⚠️ Avoid,27.469999313354492
SMSPHARMA,14,20,10,2,6,0.0,0.31,3.02,Declining ↓,6.2077566440472465,False,False,True,63.58531607486234,43.333333333333336,⚠️ Avoid,424.29998779296875
JAYBARMARU,25,15,10,2,0,0.0,1.33,0.03,Rising ↑,19.442514152897616,False,False,False,67.26336517054068,43.333333333333336,⚠️ Avoid,103.2699966430664
SANSERA,17,13,10,10,0,0.0,18.79,35.38,Stable →,3.652124153635361,False,False,False,67.27128180124211,41.66666666666667,⚠️ Avoid,2486.199951171875
CUPID,11,13,10,2,0,0.0,1.01,0.17,Stable →,-2.9574255244526837,False,False,False,55.31480413091984,30.0,⚠️ Avoid,119.44000244140625
PRECWIRE,8,13,10,2,0,0.0,1.65,0.11,Stable →,5.422645729542874,False,False,False,47.92630704787585,27.500000000000004,⚠️ Avoid,396.6000061035156
NGLFINE,13,8,10,2,0,0.0,0.03,0.0,Stable →,6.092360323069079,False,False,False,46.91458776316972,27.500000000000004,⚠️ Avoid,2410.10009765625
SPORTKING,8,8,10,2,0,0.0,0.23,0.0,Stable →,0.7317660930883596,False,False,False,40.425786902634606,23.333333333333332,⚠️ Avoid,151.4199981689453
