Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
10th Jul'26,OMAXAUTO,smallcap,5.0,60.79,68.97,auto,Screener 1,,,
10th Jul'26,RBLBANK,largecap,4.92,60.09,69.87,bank,Screener 1,,,
10th Jul'26,STYLAMIND,midcap,4.14,59.65,78.78,building materials,Screener 1,,,
10th Jul'26,CHENNPETRO,midcap,5.26,59.16,68.6,energy,Screener 1,,,
10th Jul'26,KTKBANK,midcap,3.12,58.73,67.98,bank,Screener 1,,,
10th Jul'26,IDEAFORGE,smallcap,4.99,58.63,61.49,aerospace & defence,Screener 1,,,
10th Jul'26,HALEOSLABS,smallcap,3.22,58.46,64.68,healthcare,Screener 1,,,
10th Jul'26,DEEDEV,smallcap,3.13,57.98,74.31,metals & mining,Screener 1,,,
10th Jul'26,USHAMART,midcap,1.57,57.9,63.98,metals & mining,Screener 1,,,
10th Jul'26,NRBBEARING,smallcap,1.49,57.39,66.51,industrials,Screener 1,,,
10th Jul'26,IZMO,smallcap,4.99,57.12,62.83,i.t,Screener 1,,,
10th Jul'26,CENTUM,midcap,2.52,56.6,71.19,consumer discretionary,Screener 1,,,
10th Jul'26,RAMRAT,smallcap,1.71,56.51,65.46,metals & mining,Screener 1,,,
10th Jul'26,LLOYDSME,largecap,3.12,56.25,68.27,metals & mining,Screener 1,,,
10th Jul'26,PARAS,midcap,2.98,55.66,74.12,aerospace & defence,Screener 1,,,
10th Jul'26,BHAGYANGR,smallcap,2.45,55.63,77.26,power & utilities,Screener 1,,,
10th Jul'26,CRAFTSMAN,largecap,0.199,55.46,71.68,auto,Screener 1,,,
10th Jul'26,VENUSREM,smallcap,0.999,55.0,81.63,healthcare,Screener 1,,,
10th Jul'26,BFINVEST,,9.54,,,,Tiger breakouts,92.32,smallcap,financials
10th Jul'26,AARVI,,5.54,,,,Tiger breakouts,21.07,smallcap,miscellaneous
10th Jul'26,LANCORHOL,,10.0,,,,Tiger breakouts,11.67,smallcap,realty
10th Jul'26,IFBIND,,7.86,,,,Tiger breakouts,9.19,midcap,consumer discretionary
10th Jul'26,BIRLAMONEY,,4.77,,,,Tiger breakouts,8.44,smallcap,financials
10th Jul'26,MAHLIFE,,2.96,,,,Tiger breakouts,7.38,midcap,realty
10th Jul'26,CDSL,,6.34,,,,Tiger breakouts,6.33,largecap,financials
10th Jul'26,SMCGLOBAL,,6.56,,,,Tiger breakouts,4.68,smallcap,financials
10th Jul'26,ARMANFIN,,5.1,,,,Tiger breakouts,4.42,smallcap,financials
10th Jul'26,CENTURYPLY,,2.12,,,,Tiger breakouts,3.71,midcap,building materials
10th Jul'26,STYLAMIND,,4.14,,,,Tiger breakouts,3.06,midcap,building materials
10th Jul'26,TATVA,,7.04,,,,Tiger breakouts,2.91,smallcap,chemicals
10th Jul'26,EQUITASBNK,,5.21,,,,Tiger breakouts,2.87,midcap,bank
10th Jul'26,NORTHARC,,5.67,,,,Tiger breakouts,2.85,smallcap,financials
10th Jul'26,SMARTLINK,,3.83,,,,Tiger breakouts,2.83,smallcap,i.t
10th Jul'26,TANLA,,5.46,,,,Tiger breakouts,2.69,midcap,i.t
10th Jul'26,UNIPARTS,,3.6,,,,Tiger breakouts,2.53,smallcap,industrials
10th Jul'26,JGCHEM,,2.49,,,,Tiger breakouts,2.43,smallcap,chemicals
10th Jul'26,HNDFDS,,3.94,,,,Tiger breakouts,2.41,midcap,fmcg
10th Jul'26,SAILIFE,,2.48,,,,Tiger breakouts,2.17,largecap,healthcare
