Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
8th Jun'26,CCL,midcap,8.7,65.07,70.11,fmcg,Screener 1,,,
8th Jun'26,ZYDUSWELL,midcap,3.75,62.01,64.06,fmcg,Screener 1,,,
8th Jun'26,BCLIND,,10.67,,,,Tiger breakouts,25.3,smallcap,fmcg
8th Jun'26,ASTERDM,,1.61,,,,Tiger breakouts,4.77,largecap,healthcare
8th Jun'26,ZYDUSWELL,,3.75,,,,Tiger breakouts,4.46,midcap,fmcg
8th Jun'26,KIMS,,1.55,,,,Tiger breakouts,3.78,largecap,healthcare
8th Jun'26,DLINKINDIA,,2.64,,,,Tiger breakouts,3.62,smallcap,services
8th Jun'26,FORTIS,,2.11,,,,Tiger breakouts,3.17,largecap,healthcare
8th Jun'26,IPCALAB,,0.457,,,,Tiger breakouts,3.12,largecap,healthcare
8th Jun'26,BALRAMCHIN,,3.5,,,,Tiger breakouts,2.77,midcap,fmcg
8th Jun'26,EQUITASBNK,,1.19,,,,Tiger breakouts,2.46,midcap,bank
