Date,Symbol,Price,% change,Roc 10days,Rsi 14,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
17th Aug'26 3:26:00,MODTHREAD,57.64,19.39,17.99,70.15,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,ASIANENE,425.25,13.58,3.56,62.4,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,BHAGYANGR,382.5,5.0,-1.28,50.69,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,AEGISLOG,1287.2,1.72,-7.28,50.6,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,OMAXE,100.83,1.7,18.1,68.53,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,CAPLIPOINT,2522.0,1.67,-1.72,48.84,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,INDOTECH,3608.4,1.41,3.97,57.69,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,TORNTPHARM,4900.0,1.39,-2.97,50.3,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,CONSOFINVT,271.95,0.722,-8.05,46.26,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,NOVARTIND,1589.1,0.417,-2.85,52.1,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,GANESHBE,118.13,0.408,3.95,56.85,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,NITINSPIN,553.75,0.145,-3.25,51.15,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,SGFIN,660.25,-0.272,-6.03,48.95,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,MUNJALAU,119.72,-0.672,15.47,71.71,M Swing scan,,,,,,,,
17th Aug'26 3:26:00,SANGAMIND,592.45,-1.42,-2.8,48.74,M Swing scan,,,,,,,,
17th Aug'26 3:29:00,ASIANENE,,,3.56,62.4,RSI 5 SWING TRADE STRATEGY,13.58,6.7,65.08,,,,,
17th Aug'26 3:29:00,LAXMIINDIA,,,4.2,60.08,RSI 5 SWING TRADE STRATEGY,9.79,7.97,59.31,,,,,
17th Aug'26 3:29:00,BHAGYANGR,,,-1.28,50.69,RSI 5 SWING TRADE STRATEGY,5.0,0.579,66.28,,,,,
17th Aug'26 3:29:00,GODREJPROP,,,-1.71,51.2,RSI 5 SWING TRADE STRATEGY,3.22,-2.46,57.49,,,,,
17th Aug'26 3:29:00,GOCLCORP,,,-1.96,49.49,RSI 5 SWING TRADE STRATEGY,2.74,1.35,59.28,,,,,
17th Aug'26 3:29:00,USHAMART,,,-1.19,47.59,RSI 5 SWING TRADE STRATEGY,2.07,0.423,57.46,,,,,
17th Aug'26 3:29:00,PCBL,,,-3.47,47.74,RSI 5 SWING TRADE STRATEGY,1.82,-0.771,53.93,,,,,
17th Aug'26 3:29:00,SHRINGARMS,,,-1.14,52.31,RSI 5 SWING TRADE STRATEGY,1.78,1.97,55.67,,,,,
17th Aug'26 3:29:00,SUNFLAG,,,-1.66,49.7,RSI 5 SWING TRADE STRATEGY,1.58,-1.25,58.1,,,,,
17th Aug'26 3:29:00,TORNTPHARM,,,-2.97,50.3,RSI 5 SWING TRADE STRATEGY,1.39,-4.35,62.69,,,,,
17th Aug'26 3:29:00,RAINBOW,,,-4.34,46.99,RSI 5 SWING TRADE STRATEGY,1.14,-3.07,59.11,,,,,
17th Aug'26 3:29:00,PRITIKAUTO,,,-1.3,48.56,RSI 5 SWING TRADE STRATEGY,1.1,0.402,57.11,,,,,
17th Aug'26 3:29:00,CONSOFINVT,,,-8.05,46.26,RSI 5 SWING TRADE STRATEGY,0.722,-8.82,62.51,,,,,
17th Aug'26 3:23:00,HINDCOPPER,,,,,Turtle strategy,,,,largecap,8.24,68.51,63.11,metals & mining
17th Aug'26 3:23:00,APOLLOPIPE,,,,,Turtle strategy,,,,smallcap,6.74,65.98,60.0,plastic products
17th Aug'26 3:23:00,BHEL,,,,,Turtle strategy,,,,largecap,3.38,65.68,72.77,industrials
17th Aug'26 3:23:00,RISHABH,,,,,Turtle strategy,,,,smallcap,7.08,65.4,69.27,industrials
17th Aug'26 3:23:00,IPCALAB,,,,,Turtle strategy,,,,largecap,8.67,62.69,69.4,healthcare
17th Aug'26 3:23:00,ASIANENE,,,,,Turtle strategy,,,,smallcap,13.58,62.4,63.98,energy
17th Aug'26 3:23:00,BALRAMCHIN,,,,,Turtle strategy,,,,midcap,4.95,61.22,66.55,fmcg
17th Aug'26 3:23:00,RPTECH,,,,,Turtle strategy,,,,midcap,4.53,58.69,83.71,services
17th Aug'26 3:23:00,OCCLLTD,,,,,Turtle strategy,,,,smallcap,3.13,56.84,64.14,chemicals
17th Aug'26 3:23:00,JINDALSAW,,,,,Turtle strategy,,,,midcap,1.24,56.01,60.66,industrials
17th Aug'26 3:23:00,AURUM,,,,,Turtle strategy,,,,smallcap,3.92,55.48,60.38,i.t
17th Aug'26 3:23:00,APCOTEXIND,,,,,Turtle strategy,,,,smallcap,0.993,55.47,67.4,chemicals
17th Aug'26 3:23:00,KARURVYSYA,,,,,Turtle strategy,,,,largecap,0.678,55.29,72.55,bank
17th Aug'26 3:23:00,RUBYMILLS,,,,,Turtle strategy,,,,smallcap,5.0,55.08,71.59,textiles
