Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
6th May'26,STYLAMIND,smallcap,3.62,80.5,64.44,building materials,Screener 1,,,
6th May'26,AJANTPHARM,largecap,6.86,70.03,64.52,healthcare,Screener 1,,,
6th May'26,GLOBAL,smallcap,11.2,67.28,65.73,services,Screener 1,,,
6th May'26,THANGAMAYL,midcap,2.83,58.87,73.65,consumer discretionary,Screener 1,,,
6th May'26,RACLGEAR,smallcap,9.25,57.27,62.76,auto,Screener 1,,,
6th May'26,SHARDACROP,midcap,3.52,55.86,61.06,chemicals,Screener 1,,,
6th May'26,GANDHAR,,13.79,,,,Tiger breakouts,95.98,smallcap,energy
6th May'26,ALBERTDAVD,,6.31,,,,Tiger breakouts,11.72,smallcap,healthcare
6th May'26,AJANTPHARM,,6.86,,,,Tiger breakouts,10.26,largecap,healthcare
6th May'26,NGLFINE,,8.23,,,,Tiger breakouts,7.45,smallcap,healthcare
6th May'26,MARKSANS,,4.96,,,,Tiger breakouts,7.24,midcap,healthcare
6th May'26,GLOBAL,,11.2,,,,Tiger breakouts,5.97,smallcap,services
6th May'26,BHARATGEAR,,4.43,,,,Tiger breakouts,5.81,smallcap,auto
6th May'26,PANAMAPET,,4.93,,,,Tiger breakouts,5.07,smallcap,energy
6th May'26,VIYASH,,9.51,,,,Tiger breakouts,4.3,midcap,healthcare
6th May'26,LT,,-1.13,,,,Tiger breakouts,4.06,largecap,realty
6th May'26,SJS,,3.36,,,,Tiger breakouts,3.97,midcap,auto
6th May'26,CENTENKA,,5.92,,,,Tiger breakouts,3.87,smallcap,textiles
6th May'26,SANDHAR,,2.12,,,,Tiger breakouts,3.79,smallcap,auto
6th May'26,SILGO,,1.3,,,,Tiger breakouts,3.68,smallcap,consumer discretionary
6th May'26,IFCI,,4.52,,,,Tiger breakouts,3.63,midcap,financials
6th May'26,NH,,4.34,,,,Tiger breakouts,3.34,largecap,healthcare
6th May'26,NARMADA,,4.77,,,,Tiger breakouts,3.18,smallcap,fmcg
6th May'26,BRNL,,6.1,,,,Tiger breakouts,3.16,smallcap,realty
6th May'26,ARMANFIN,,6.51,,,,Tiger breakouts,3.13,smallcap,financials
6th May'26,SOUTHBANK,,3.88,,,,Tiger breakouts,3.11,midcap,bank
6th May'26,MARICO,,0.942,,,,Tiger breakouts,3.04,largecap,fmcg
6th May'26,DCMSHRIRAM,,4.55,,,,Tiger breakouts,2.72,midcap,miscellaneous
6th May'26,LUPIN,,4.25,,,,Tiger breakouts,2.72,largecap,healthcare
6th May'26,KROSS,,3.06,,,,Tiger breakouts,2.68,smallcap,auto
6th May'26,POLYCAB,,0.942,,,,Tiger breakouts,2.56,largecap,industrials
6th May'26,ORIENTCER,,0.454,,,,Tiger breakouts,2.53,smallcap,building materials
6th May'26,J&KBANK,,1.59,,,,Tiger breakouts,2.51,midcap,bank
6th May'26,HNDFDS,,2.37,,,,Tiger breakouts,2.5,midcap,fmcg
6th May'26,LICHSGFIN,,4.3,,,,Tiger breakouts,2.48,largecap,financials
6th May'26,DHARMAJ,,7.63,,,,Tiger breakouts,2.43,smallcap,chemicals
6th May'26,CREST,,0.382,,,,Tiger breakouts,2.27,smallcap,financials
