Date,Symbol,Price,% change,Roc 10days,Rsi 14,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
18th Aug'26 3:29:00,NITINSPIN,606.9,9.6,6.17,65.33,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,ASIANENE,463.05,8.89,10.88,69.64,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,AEGISLOG,1367.7,6.25,0.722,58.24,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,INDOTECH,3788.8,5.0,6.55,64.34,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,SIGMAADV,658.45,5.0,-4.13,57.27,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,SANGINITA,59.53,4.99,-5.18,59.11,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,BHAGYANGR,401.05,4.85,5.4,56.43,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,TORNTPHARM,4971.0,1.45,-1.17,54.91,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,ABCAPITAL,402.0,0.828,-4.29,49.45,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,CENTENKA,576.55,0.69,-7.08,49.34,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,NOVARTIND,1596.5,0.466,-1.57,53.09,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,CONSOFINVT,272.0,0.018,-10.64,46.3,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,MODTHREAD,57.47,-0.295,19.6,69.65,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,KAMDHENU,33.37,-1.42,-3.42,47.81,M Swing scan,,,,,,,,
18th Aug'26 3:29:00,SIGMAADV,,,-4.13,57.27,RSI 5 SWING TRADE STRATEGY,5.0,5.6,72.37,,,,,
18th Aug'26 3:29:00,LLOYDSENT,,,-2.61,51.28,RSI 5 SWING TRADE STRATEGY,4.47,-1.16,59.58,,,,,
18th Aug'26 3:29:00,STOVEKRAFT,,,1.9,51.04,RSI 5 SWING TRADE STRATEGY,3.44,-0.533,66.12,,,,,
18th Aug'26 3:29:00,TINNARUBR,,,-4.99,50.03,RSI 5 SWING TRADE STRATEGY,3.38,-4.42,66.3,,,,,
18th Aug'26 3:29:00,VERANDA,,,-6.72,47.95,RSI 5 SWING TRADE STRATEGY,2.08,-7.37,56.23,,,,,
18th Aug'26 3:29:00,AEGISVOPAK,,,-7.21,48.62,RSI 5 SWING TRADE STRATEGY,1.97,-5.29,59.48,,,,,
18th Aug'26 3:29:00,IMFA,,,-3.33,49.57,RSI 5 SWING TRADE STRATEGY,1.41,-2.08,53.07,,,,,
18th Aug'26 3:29:00,ABCAPITAL,,,-4.29,49.45,RSI 5 SWING TRADE STRATEGY,0.828,-0.569,64.96,,,,,
18th Aug'26 3:29:00,CENTENKA,,,-7.08,49.34,RSI 5 SWING TRADE STRATEGY,0.69,-5.55,62.15,,,,,
18th Aug'26 3:29:00,TANLA,,,-5.84,47.03,RSI 5 SWING TRADE STRATEGY,0.567,-1.67,56.86,,,,,
18th Aug'26 3:29:00,LANDMARK,,,-5.56,48.66,RSI 5 SWING TRADE STRATEGY,0.45,-5.08,59.89,,,,,
18th Aug'26 3:29:00,NITINSPIN,,,,,Turtle strategy,,,,smallcap,9.6,65.33,70.59,textiles
18th Aug'26 3:29:00,INGERRAND,,,,,Turtle strategy,,,,midcap,4.78,62.72,62.15,industrials
18th Aug'26 3:29:00,ICIL,,,,,Turtle strategy,,,,midcap,12.61,62.07,63.67,textiles
18th Aug'26 3:29:00,LTF,,,,,Turtle strategy,,,,largecap,3.21,60.57,69.91,financials
18th Aug'26 3:29:00,MEDANTA,,,,,Turtle strategy,,,,largecap,1.95,58.76,63.47,healthcare
18th Aug'26 3:29:00,AEGISLOG,,,,,Turtle strategy,,,,largecap,6.25,58.24,76.88,services
18th Aug'26 3:29:00,FEDERALBNK,,,,,Turtle strategy,,,,largecap,1.04,58.21,77.2,bank
18th Aug'26 3:29:00,PANAMAPET,,,,,Turtle strategy,,,,smallcap,3.19,57.95,69.51,energy
18th Aug'26 3:29:00,SPORTKING,,,,,Turtle strategy,,,,smallcap,3.84,57.71,77.69,textiles
18th Aug'26 3:29:00,INDIAGLYCO,,,,,Turtle strategy,,,,midcap,6.38,57.29,63.68,fmcg
18th Aug'26 3:29:00,SIGMAADV,,,,,Turtle strategy,,,,midcap,5.0,57.27,89.62,aerospace & defence
18th Aug'26 3:29:00,AEROENTER,,,,,Turtle strategy,,,,smallcap,4.1,57.07,60.65,metals & mining
18th Aug'26 3:29:00,GRASIM,,,,,Turtle strategy,,,,largecap,0.868,56.95,67.2,textiles
18th Aug'26 3:29:00,CUB,,,,,Turtle strategy,,,,largecap,3.24,56.36,64.75,bank
18th Aug'26 3:29:00,GABRIEL,,,,,Turtle strategy,,,,largecap,1.74,55.56,73.28,auto
18th Aug'26 3:29:00,BAJFINANCE,,,,,Turtle strategy,,,,largecap,0.459,55.4,61.0,financials
18th Aug'26 3:29:00,RBLBANK,,,,,Turtle strategy,,,,largecap,0.393,55.35,70.17,bank
