Date,Symbol,Price,% change,Roc 10days,Rsi 14,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
11th Aug'26 3:29:00,STARHEALTH,584.7,1.7,0.12,51.11,M Swing scan,,,,,,,,
11th Aug'26 3:29:00,SBC,41.51,0.998,-1.26,50.81,M Swing scan,,,,,,,,
11th Aug'26 3:29:00,NYKAA,325.0,0.402,-1.4,50.91,M Swing scan,,,,,,,,
11th Aug'26 3:29:00,MAHESHWARI,73.0,0.0,-0.014,58.47,M Swing scan,,,,,,,,
11th Aug'26 3:29:00,ADANIENSOL,1622.0,-0.613,-1.67,46.93,M Swing scan,,,,,,,,
11th Aug'26 3:29:00,PAISALO,69.31,-0.901,-2.57,50.37,M Swing scan,,,,,,,,
11th Aug'26 3:29:00,PATELRMART,,,1.95,56.57,RSI 5 SWING TRADE STRATEGY,2.97,0.137,55.9,,,,,
11th Aug'26 3:29:00,GPTHEALTH,,,-4.07,52.17,RSI 5 SWING TRADE STRATEGY,2.14,-5.85,60.46,,,,,
11th Aug'26 3:29:00,CAPITALSFB,,,-0.371,51.46,RSI 5 SWING TRADE STRATEGY,1.95,1.2,57.72,,,,,
11th Aug'26 3:29:00,ORIENTHOT,,,-6.01,47.06,RSI 5 SWING TRADE STRATEGY,1.8,-2.48,57.91,,,,,
11th Aug'26 3:29:00,ZYDUSLIFE,,,,,Turtle strategy,,,,largecap,6.43,68.32,70.1,healthcare
11th Aug'26 3:29:00,CHENNPETRO,,,,,Turtle strategy,,,,midcap,15.0,67.72,75.14,energy
11th Aug'26 3:29:00,INNOVACAP,,,,,Turtle strategy,,,,midcap,5.47,64.27,66.79,healthcare
11th Aug'26 3:29:00,BLUSPRING,,,,,Turtle strategy,,,,smallcap,4.89,58.91,67.19,miscellaneous
11th Aug'26 3:29:00,KANPRPLA,,,,,Turtle strategy,,,,smallcap,5.13,58.75,61.3,industrials
11th Aug'26 3:29:00,RACLGEAR,,,,,Turtle strategy,,,,smallcap,2.32,57.8,62.18,auto
11th Aug'26 3:29:00,KARURVYSYA,,,,,Turtle strategy,,,,largecap,0.906,57.2,72.62,bank
11th Aug'26 3:29:00,KERNEX,,,,,Turtle strategy,,,,smallcap,3.34,57.17,74.22,consumer discretionary
11th Aug'26 3:29:00,MANCREDIT,,,,,Turtle strategy,,,,smallcap,7.42,57.08,78.45,financials
11th Aug'26 3:29:00,PARAS,,,,,Turtle strategy,,,,midcap,1.3,56.97,74.94,aerospace & defence
11th Aug'26 3:29:00,BLISSGVS,,,,,Turtle strategy,,,,midcap,2.97,56.83,78.17,healthcare
11th Aug'26 3:29:00,AEROENTER,,,,,Turtle strategy,,,,smallcap,1.81,56.6,60.31,metals & mining
11th Aug'26 3:29:00,SIS,,,,,Turtle strategy,,,,midcap,2.39,56.46,60.02,miscellaneous
11th Aug'26 3:29:00,GRANULES,,,,,Turtle strategy,,,,largecap,0.684,55.21,75.72,healthcare
11th Aug'26 3:29:00,LTF,,,,,Turtle strategy,,,,largecap,0.815,55.08,68.63,financials
11th Aug'26 3:29:00,RANEHOLDIN,,,,,Turtle strategy,,,,smallcap,1.56,55.01,61.05,financials
