Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
19th May'26,HIRECT,smallcap,9.1,64.2,64.88,consumer discretionary,Screener 1,,,
19th May'26,ANGELONE,largecap,7.91,63.94,60.67,financials,Screener 1,,,
19th May'26,SJS,midcap,6.14,63.25,74.58,auto,Screener 1,,,
19th May'26,VISHNU,smallcap,3.26,59.46,63.02,chemicals,Screener 1,,,
19th May'26,VTL,midcap,3.01,59.2,68.26,textiles,Screener 1,,,
19th May'26,EMCURE,largecap,1.42,57.35,62.94,healthcare,Screener 1,,,
19th May'26,VENUSREM,smallcap,5.0,57.21,76.08,healthcare,Screener 1,,,
19th May'26,SEAMECLTD,smallcap,4.66,56.72,67.59,miscellaneous,Screener 1,,,
19th May'26,ZYDUSWELL,midcap,2.71,56.68,62.81,fmcg,Screener 1,,,
19th May'26,HALEOSLABS,smallcap,2.48,56.53,66.26,healthcare,Screener 1,,,
19th May'26,SANDUMA,midcap,2.61,56.42,60.93,metals & mining,Screener 1,,,
19th May'26,SCHNEIDER,largecap,3.63,56.25,69.18,industrials,Screener 1,,,
19th May'26,PTC,midcap,0.896,56.24,60.9,power & utilities,Screener 1,,,
19th May'26,APARINDS,largecap,1.42,55.55,66.91,industrials,Screener 1,,,
19th May'26,SKYGOLD,midcap,3.58,55.3,67.3,consumer discretionary,Screener 1,,,
19th May'26,SEAMECLTD,,4.66,,,,Tiger breakouts,47.19,smallcap,miscellaneous
19th May'26,SOMANYCERA,,12.6,,,,Tiger breakouts,15.9,smallcap,building materials
19th May'26,JKPAPER,,6.6,,,,Tiger breakouts,6.72,midcap,building materials
19th May'26,ZYDUSLIFE,,2.81,,,,Tiger breakouts,4.42,largecap,healthcare
19th May'26,SUPRIYA,,5.35,,,,Tiger breakouts,4.4,midcap,healthcare
19th May'26,SKMEGGPROD,,7.95,,,,Tiger breakouts,3.92,smallcap,fmcg
19th May'26,PAGEIND,,3.19,,,,Tiger breakouts,3.48,largecap,consumer discretionary
19th May'26,DBSTOCKBRO,,3.66,,,,Tiger breakouts,3.25,smallcap,financials
19th May'26,TEAMGTY,,-1.57,,,,Tiger breakouts,2.99,smallcap,financials
19th May'26,CONSOFINVT,,2.71,,,,Tiger breakouts,2.6,smallcap,financials
