Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
2nd Jun'26,VIJAYA,midcap,6.13,62.5,67.05,healthcare,Screener 1,,,
2nd Jun'26,PARAS,midcap,4.81,60.58,63.94,aerospace & defence,Screener 1,,,
2nd Jun'26,DIACABS,midcap,6.37,59.63,66.75,industrials,Screener 1,,,
2nd Jun'26,NLCINDIA,largecap,3.79,58.59,70.73,power & utilities,Screener 1,,,
2nd Jun'26,RBLBANK,largecap,1.58,57.99,65.48,bank,Screener 1,,,
2nd Jun'26,KIRLPNU,midcap,1.62,57.66,63.99,industrials,Screener 1,,,
2nd Jun'26,MTARTECH,largecap,2.07,56.66,79.76,aerospace & defence,Screener 1,,,
2nd Jun'26,VTL,midcap,2.38,56.62,65.9,textiles,Screener 1,,,
2nd Jun'26,SGIL,,12.0,,,,Tiger breakouts,4.13,smallcap,industrials
2nd Jun'26,NMDC,,3.18,,,,Tiger breakouts,4.0,largecap,metals & mining
2nd Jun'26,DEEPINDS,,2.95,,,,Tiger breakouts,2.95,smallcap,energy
2nd Jun'26,SALONA,,1.28,,,,Tiger breakouts,2.8,smallcap,textiles
2nd Jun'26,AVTNPL,,2.0,,,,Tiger breakouts,2.76,smallcap,fmcg
2nd Jun'26,CHENNPETRO,,4.08,,,,Tiger breakouts,2.36,midcap,energy
