Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
3rd Jul'26,BIOCON,largecap,1.96,62.65,60.76,healthcare,Screener 1,,,
3rd Jul'26,GOLDIAM,midcap,6.77,62.38,63.75,consumer discretionary,Screener 1,,,
3rd Jul'26,NGLFINE,smallcap,9.14,62.18,71.67,healthcare,Screener 1,,,
3rd Jul'26,TMB,midcap,4.36,61.13,70.84,bank,Screener 1,,,
3rd Jul'26,METROPOLIS,midcap,2.15,58.61,60.08,healthcare,Screener 1,,,
3rd Jul'26,HSCL,largecap,2.72,57.19,67.4,chemicals,Screener 1,,,
3rd Jul'26,AZAD,midcap,3.62,56.6,65.23,aerospace & defence,Screener 1,,,
3rd Jul'26,LOTUSEYE,smallcap,2.02,55.93,60.16,healthcare,Screener 1,,,
3rd Jul'26,APCOTEXIND,smallcap,0.468,55.72,62.48,chemicals,Screener 1,,,
3rd Jul'26,BBOX,midcap,0.652,55.63,71.71,i.t,Screener 1,,,
3rd Jul'26,SPORTKING,smallcap,1.67,55.01,72.34,textiles,Screener 1,,,
3rd Jul'26,BVCL,,11.3,,,,Tiger breakouts,20.03,smallcap,building materials
3rd Jul'26,BUTTERFLY,,9.11,,,,Tiger breakouts,16.1,smallcap,consumer discretionary
3rd Jul'26,DAMODARIND,,5.18,,,,Tiger breakouts,9.99,smallcap,textiles
3rd Jul'26,MOSCHIP,,7.21,,,,Tiger breakouts,9.39,smallcap,i.t
3rd Jul'26,KRYSTAL,,0.641,,,,Tiger breakouts,7.53,smallcap,miscellaneous
3rd Jul'26,AVADHSUGAR,,4.99,,,,Tiger breakouts,4.75,smallcap,fmcg
3rd Jul'26,MANGLMCEM,,2.81,,,,Tiger breakouts,4.68,smallcap,building materials
3rd Jul'26,SINDHUTRAD,,5.65,,,,Tiger breakouts,4.6,smallcap,transportation
3rd Jul'26,TMB,,4.36,,,,Tiger breakouts,4.57,midcap,bank
3rd Jul'26,LOVABLE,,7.51,,,,Tiger breakouts,3.96,smallcap,textiles
3rd Jul'26,EPL,,2.73,,,,Tiger breakouts,3.89,midcap,industrials
3rd Jul'26,ALKEM,,1.13,,,,Tiger breakouts,3.62,largecap,healthcare
3rd Jul'26,UDS,,2.59,,,,Tiger breakouts,3.15,smallcap,miscellaneous
3rd Jul'26,BANCOINDIA,,1.38,,,,Tiger breakouts,2.96,midcap,auto
3rd Jul'26,VSTIND,,2.44,,,,Tiger breakouts,2.72,smallcap,fmcg
3rd Jul'26,NGIL,,-0.861,,,,Tiger breakouts,2.64,smallcap,fmcg
3rd Jul'26,GHCLTEXTIL,,2.58,,,,Tiger breakouts,2.6,smallcap,textiles
3rd Jul'26,COSMOFIRST,,6.07,,,,Tiger breakouts,2.41,smallcap,industrials
3rd Jul'26,CAPITALSFB,,3.04,,,,Tiger breakouts,2.23,smallcap,bank
