Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
22nd Jun'26,VISHNU,smallcap,5.06,64.21,64.68,chemicals,Screener 1,,,
22nd Jun'26,AJANTPHARM,largecap,4.06,63.35,66.5,healthcare,Screener 1,,,
22nd Jun'26,THERMAX,largecap,3.43,60.66,64.11,industrials,Screener 1,,,
22nd Jun'26,ROSSTECH,smallcap,5.23,60.42,71.8,aerospace & defence,Screener 1,,,
22nd Jun'26,RAMRAT,smallcap,4.24,59.02,67.21,metals & mining,Screener 1,,,
22nd Jun'26,BIOCON,largecap,1.35,58.75,60.19,healthcare,Screener 1,,,
22nd Jun'26,BAFNAPH,smallcap,4.99,58.56,64.74,healthcare,Screener 1,,,
22nd Jun'26,LLOYDSME,largecap,1.1,57.34,67.91,metals & mining,Screener 1,,,
22nd Jun'26,POCL,smallcap,2.08,56.46,62.61,metals & mining,Screener 1,,,
22nd Jun'26,JBCHEPHARM,largecap,0.579,56.06,72.88,healthcare,Screener 1,,,
22nd Jun'26,DSSL,smallcap,1.77,56.05,61.37,i.t,Screener 1,,,
22nd Jun'26,THEMISMED,,15.36,,,,Tiger breakouts,103.04,smallcap,healthcare
22nd Jun'26,NOCIL,,20.0,,,,Tiger breakouts,84.23,smallcap,chemicals
22nd Jun'26,CAPACITE,,12.26,,,,Tiger breakouts,10.0,smallcap,realty
22nd Jun'26,TRITURBINE,,9.67,,,,Tiger breakouts,9.96,largecap,industrials
22nd Jun'26,TPLPLASTEH,,7.87,,,,Tiger breakouts,8.22,smallcap,industrials
22nd Jun'26,TIMKEN,,1.94,,,,Tiger breakouts,7.1,largecap,industrials
22nd Jun'26,GOODLUCK,,4.21,,,,Tiger breakouts,6.78,smallcap,metals & mining
22nd Jun'26,JAGSNPHARM,,4.91,,,,Tiger breakouts,6.54,smallcap,healthcare
22nd Jun'26,INDOTECH,,5.0,,,,Tiger breakouts,6.09,smallcap,industrials
22nd Jun'26,SUPRAJIT,,2.07,,,,Tiger breakouts,6.09,midcap,auto
22nd Jun'26,HECPROJECT,,12.24,,,,Tiger breakouts,5.86,smallcap,realty
22nd Jun'26,DELHIVERY,,4.92,,,,Tiger breakouts,5.62,largecap,transportation
22nd Jun'26,MMP,,7.47,,,,Tiger breakouts,5.24,smallcap,metals & mining
22nd Jun'26,VISHNU,,5.06,,,,Tiger breakouts,4.98,smallcap,chemicals
22nd Jun'26,TIRUPATIFL,,1.92,,,,Tiger breakouts,4.94,smallcap,industrials
22nd Jun'26,KMEW,,12.74,,,,Tiger breakouts,4.31,midcap,transportation
22nd Jun'26,SAMHI,,1.87,,,,Tiger breakouts,4.3,smallcap,services
22nd Jun'26,ROSSTECH,,5.23,,,,Tiger breakouts,3.98,smallcap,aerospace & defence
22nd Jun'26,CENTENKA,,3.72,,,,Tiger breakouts,3.76,smallcap,textiles
22nd Jun'26,ZYDUSWELL,,4.72,,,,Tiger breakouts,3.73,midcap,fmcg
22nd Jun'26,HNDFDS,,0.88,,,,Tiger breakouts,3.71,midcap,fmcg
22nd Jun'26,PLASTIBLEN,,3.81,,,,Tiger breakouts,3.6,smallcap,chemicals
22nd Jun'26,VLSFINANCE,,3.04,,,,Tiger breakouts,3.47,smallcap,financials
22nd Jun'26,FMGOETZE,,4.28,,,,Tiger breakouts,3.46,smallcap,auto
22nd Jun'26,ABCAPITAL,,4.27,,,,Tiger breakouts,3.3,largecap,financials
22nd Jun'26,HPL,,4.81,,,,Tiger breakouts,3.14,smallcap,industrials
22nd Jun'26,NAVKARCORP,,4.1,,,,Tiger breakouts,3.08,smallcap,transportation
22nd Jun'26,MANKIND,,5.14,,,,Tiger breakouts,2.94,largecap,healthcare
22nd Jun'26,SANSERA,,1.55,,,,Tiger breakouts,2.88,midcap,auto
22nd Jun'26,AAVAS,,-0.36,,,,Tiger breakouts,2.85,midcap,financials
22nd Jun'26,AETHER,,5.55,,,,Tiger breakouts,2.77,midcap,chemicals
22nd Jun'26,KICL,,3.44,,,,Tiger breakouts,2.77,smallcap,financials
22nd Jun'26,YATHARTH,,1.45,,,,Tiger breakouts,2.68,midcap,healthcare
22nd Jun'26,SURYODAY,,0.046,,,,Tiger breakouts,2.58,smallcap,bank
22nd Jun'26,STYRENIX,,3.07,,,,Tiger breakouts,2.57,smallcap,energy
22nd Jun'26,BAJEL,,1.42,,,,Tiger breakouts,2.52,smallcap,realty
22nd Jun'26,GPTHEALTH,,1.46,,,,Tiger breakouts,2.45,smallcap,healthcare
22nd Jun'26,TVSSRICHAK,,3.53,,,,Tiger breakouts,2.38,smallcap,auto
22nd Jun'26,VIYASH,,6.37,,,,Tiger breakouts,2.35,midcap,healthcare
22nd Jun'26,VSTIND,,1.0,,,,Tiger breakouts,2.33,smallcap,fmcg
22nd Jun'26,INDGN,,1.7,,,,Tiger breakouts,2.19,midcap,healthcare
22nd Jun'26,RECLTD,,4.08,,,,Tiger breakouts,1.95,largecap,financials
