Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
2nd Jul'26,COMSYN,smallcap,19.42,68.72,71.05,industrials,Screener 1,,,
2nd Jul'26,DCBBANK,midcap,4.46,65.7,61.19,bank,Screener 1,,,
2nd Jul'26,VISHNU,smallcap,3.97,60.9,64.61,chemicals,Screener 1,,,
2nd Jul'26,DATAPATTNS,largecap,2.72,58.45,72.27,aerospace & defence,Screener 1,,,
2nd Jul'26,USHAMART,midcap,1.95,58.42,63.34,metals & mining,Screener 1,,,
2nd Jul'26,STAR,midcap,2.95,58.11,73.47,healthcare,Screener 1,,,
2nd Jul'26,SAKAR,smallcap,2.7,57.79,85.94,healthcare,Screener 1,,,
2nd Jul'26,SHAILY,midcap,2.48,56.98,69.99,plastic products,Screener 1,,,
2nd Jul'26,ASTERDM,largecap,1.93,56.76,73.0,healthcare,Screener 1,,,
2nd Jul'26,RICOAUTO,smallcap,1.6,56.6,60.33,auto,Screener 1,,,
2nd Jul'26,ANGELONE,largecap,1.69,56.47,62.16,financials,Screener 1,,,
2nd Jul'26,KPIL,largecap,1.07,56.12,61.24,realty,Screener 1,,,
2nd Jul'26,MANAPPURAM,largecap,2.04,56.12,65.41,financials,Screener 1,,,
2nd Jul'26,MODISONLTD,smallcap,4.99,55.58,73.93,industrials,Screener 1,,,
2nd Jul'26,IFGLEXPOR,,16.83,,,,Tiger breakouts,81.99,smallcap,building materials
2nd Jul'26,COMSYN,,19.42,,,,Tiger breakouts,19.89,smallcap,industrials
2nd Jul'26,MMFL,,5.22,,,,Tiger breakouts,11.82,smallcap,industrials
2nd Jul'26,MODTHREAD,,9.89,,,,Tiger breakouts,11.68,smallcap,textiles
2nd Jul'26,DBSTOCKBRO,,2.14,,,,Tiger breakouts,8.11,smallcap,financials
2nd Jul'26,EXIDEIND,,7.43,,,,Tiger breakouts,7.38,largecap,auto
2nd Jul'26,INDIGOPNTS,,5.3,,,,Tiger breakouts,7.21,smallcap,building materials
2nd Jul'26,DIAMONDYD,,5.43,,,,Tiger breakouts,6.13,smallcap,fmcg
2nd Jul'26,NDRAUTO,,6.81,,,,Tiger breakouts,4.93,smallcap,auto
2nd Jul'26,DATAMATICS,,2.58,,,,Tiger breakouts,4.42,smallcap,i.t
2nd Jul'26,TIPSMUSIC,,2.91,,,,Tiger breakouts,3.29,midcap,media
2nd Jul'26,HECPROJECT,,8.6,,,,Tiger breakouts,3.25,smallcap,realty
2nd Jul'26,SKIPPER,,1.55,,,,Tiger breakouts,3.09,midcap,industrials
2nd Jul'26,DCBBANK,,4.46,,,,Tiger breakouts,2.94,midcap,bank
2nd Jul'26,GHCLTEXTIL,,7.13,,,,Tiger breakouts,2.57,smallcap,textiles
2nd Jul'26,JAMNAAUTO,,3.62,,,,Tiger breakouts,2.57,midcap,auto
2nd Jul'26,TVSSRICHAK,,3.34,,,,Tiger breakouts,2.52,smallcap,auto
2nd Jul'26,ALIVUS,,2.01,,,,Tiger breakouts,2.51,midcap,healthcare
2nd Jul'26,J&KBANK,,5.44,,,,Tiger breakouts,2.49,midcap,bank
2nd Jul'26,GPTHEALTH,,4.27,,,,Tiger breakouts,2.44,smallcap,healthcare
2nd Jul'26,NAZARA,,0.809,,,,Tiger breakouts,2.3,midcap,i.t
