Date,Symbol,Mcap,Change,Dpower,Mpower,Sector,Scanner_Source,Volume multiples,Marketcap,Sectors
24th Jun'26,KRISHANA,smallcap,7.99,69.72,76.51,chemicals,Screener 1,,,
24th Jun'26,MBAPL,smallcap,4.01,61.2,77.36,chemicals,Screener 1,,,
24th Jun'26,SPORTKING,smallcap,5.77,60.64,73.36,textiles,Screener 1,,,
24th Jun'26,PRECWIRE,midcap,4.6,59.37,81.53,metals & mining,Screener 1,,,
24th Jun'26,BAJAJCON,midcap,1.46,56.45,81.01,fmcg,Screener 1,,,
24th Jun'26,DIACABS,midcap,1.1,55.85,68.16,industrials,Screener 1,,,
24th Jun'26,BHEL,largecap,0.763,55.63,69.69,industrials,Screener 1,,,
24th Jun'26,HSCL,largecap,3.72,55.27,66.51,chemicals,Screener 1,,,
24th Jun'26,STEELCAS,,2.66,,,,Tiger breakouts,90.11,smallcap,industrials
24th Jun'26,SURYALAXMI,,7.65,,,,Tiger breakouts,17.7,smallcap,textiles
24th Jun'26,AMBIKCO,,6.62,,,,Tiger breakouts,13.78,smallcap,textiles
24th Jun'26,KRISHANA,,7.99,,,,Tiger breakouts,12.89,smallcap,chemicals
24th Jun'26,SANGAMIND,,2.94,,,,Tiger breakouts,10.88,smallcap,textiles
24th Jun'26,IMAGICAA,,5.47,,,,Tiger breakouts,9.26,smallcap,media
24th Jun'26,JLHL,,0.528,,,,Tiger breakouts,8.15,midcap,healthcare
24th Jun'26,BASML,,10.71,,,,Tiger breakouts,7.24,smallcap,textiles
24th Jun'26,TRIDENT,,4.28,,,,Tiger breakouts,7.12,midcap,textiles
24th Jun'26,EXIDEIND,,5.4,,,,Tiger breakouts,5.7,largecap,auto
24th Jun'26,DELHIVERY,,0.966,,,,Tiger breakouts,4.54,largecap,transportation
24th Jun'26,ROSSELLIND,,3.63,,,,Tiger breakouts,4.41,smallcap,fmcg
24th Jun'26,GMRAIRPORT,,0.652,,,,Tiger breakouts,3.94,largecap,miscellaneous
24th Jun'26,BIL,,10.7,,,,Tiger breakouts,3.79,smallcap,consumer discretionary
24th Jun'26,NAVKARCORP,,5.29,,,,Tiger breakouts,3.67,smallcap,transportation
24th Jun'26,HNDFDS,,2.66,,,,Tiger breakouts,3.59,midcap,fmcg
24th Jun'26,OFSS,,6.14,,,,Tiger breakouts,3.56,largecap,i.t
24th Jun'26,AUBANK,,3.98,,,,Tiger breakouts,3.05,largecap,bank
24th Jun'26,PCBL,,1.97,,,,Tiger breakouts,2.8,midcap,chemicals
24th Jun'26,PGHL,,0.717,,,,Tiger breakouts,2.67,midcap,healthcare
24th Jun'26,DRREDDY,,2.08,,,,Tiger breakouts,2.62,largecap,healthcare
24th Jun'26,CYBERTECH,,6.42,,,,Tiger breakouts,2.55,smallcap,i.t
24th Jun'26,PRINCEPIPE,,3.05,,,,Tiger breakouts,2.54,smallcap,plastic products
24th Jun'26,AMBICAAGAR,,3.12,,,,Tiger breakouts,2.49,smallcap,chemicals
24th Jun'26,MANGLMCEM,,3.29,,,,Tiger breakouts,2.42,smallcap,building materials
