symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
TNPL,52.0,22,10,3,6,0.0,5.01,9.53,Rising,4.261619581002574,False,False,True,77.04469767680608,77.5,Strong Buy,151.44000244140625
HEG,52.0,22,10,5,0,0.0,8.47,9.27,Rising,6.814684038354035,False,False,False,90.09854429171669,74.16666666666667,Buy,623.8499755859375
MAHLIFE,52.0,12,10,8,6,0.0,7.38,22.77,Rising,1.070950468540821,False,False,True,86.3132809511477,73.33333333333333,Buy,377.5
SUNDROP,52.0,18,10,1,6,0.0,0.2,5.79,Stable,6.851855619454095,False,False,True,72.8769781692412,72.5,Buy,692.4000244140625
STARPAPER,52.0,18,10,1,0,0.0,1.64,0.01,Rising,7.573370646254296,False,False,False,88.44411932049093,67.5,Buy,149.57000732421875
TANLA,52.0,18,10,1,0,0.0,7.63,0.38,Rising,5.807888617911572,False,False,False,91.51628705813724,67.5,Buy,618.5
NRAIL,44.0,18,10,1,0,0.0,0.34,0.01,Rising,13.991819077385292,False,False,False,89.73872045052714,60.83333333333333,Watch,487.6000061035156
PPAP,52.0,9,10,1,0,0.0,5.84,0.0,Declining,-0.0910525508145188,False,False,False,87.70984669992698,60.0,Watch,296.25
KANPRPLA,36.0,22,10,1,0,0.0,0.02,1.4,Rising,5.529098438806179,False,False,False,86.93951713885322,57.49999999999999,Watch,210.52000427246094
SURYODAY,36.0,18,10,3,0,0.0,5.35,5.47,Stable,8.07609144817787,False,False,False,82.47934336414437,55.833333333333336,Watch,194.30999755859375
CARERATING,12.0,22,10,8,6,0.0,23.41,31.58,Rising,3.582120874761663,False,False,True,79.48035771685723,48.333333333333336,Avoid,1729.199951171875
MOLDTKPAC,8.0,22,10,8,6,0.0,8.3,21.81,Stable,2.6092617957287567,False,False,True,60.626172216610044,45.0,Avoid,713.75
MARALOVER,24.0,18,10,1,0,0.0,0.07,0.0,Rising,6.574268919941217,False,False,False,65.19571393162882,44.166666666666664,Avoid,56.900001525878906
SJS,10.0,18,10,8,6,0.0,14.67,34.04,Rising,4.59246541172873,False,False,True,69.93482766325529,43.333333333333336,Avoid,2275.199951171875
MEDANTA,12.0,15,10,8,6,0.0,9.46,16.89,Rising,4.654865640623496,False,False,True,82.82998903325228,42.5,Avoid,1378.199951171875
UNITDSPR,8.0,18,10,8,6,0.0,12.89,17.14,Stable,3.0673026365873435,False,False,True,61.08857197627104,41.66666666666667,Avoid,1418.0
GRPLTD,18.0,15,10,1,0,0.0,0.02,0.0,Rising,4.8864798638825535,False,False,False,76.27958398165589,36.666666666666664,Avoid,1972.5999755859375
GRWRHITECH,4.0,15,10,3,12,0.0,4.22,6.35,Stable,-1.7860985582095923,False,True,True,50.32118403930582,36.666666666666664,Avoid,6846.0
NHPC,4.0,15,10,8,6,0.0,12.29,14.54,Rising,1.3257614800717743,False,False,True,18.94967181799281,35.833333333333336,Avoid,80.25
UDS,12.0,18,10,3,0,0.0,3.5,9.41,Rising,7.172644145110674,False,False,False,84.41008461926089,35.833333333333336,Avoid,208.13999938964844
BHAGYANGR,8.0,18,10,1,6,0.0,0.86,0.2,Stable,0.6358355287778394,False,True,False,62.51865800474883,35.833333333333336,Avoid,403.6000061035156
BOSCHLTD,4.0,15,10,6,6,0.0,7.1,15.17,Stable,3.390037939052748,False,False,True,44.3725877658561,34.166666666666664,Avoid,42240.0
KRISHANA,12.0,18,10,1,0,0.0,0.37,0.03,Rising,10.893558835317085,False,False,False,81.36357776923838,34.166666666666664,Avoid,155.75
NH,4.0,15,10,5,6,0.0,9.4,9.05,Stable,-2.3158413402315836,False,False,True,34.353487390037444,33.33333333333333,Avoid,1982.5
CPPLUS,4.0,15,10,5,6,0.0,6.35,13.61,Stable,-0.004419556768464616,False,False,True,46.87308147799212,33.33333333333333,Avoid,3612.60009765625
PRICOLLTD,4.0,12,10,8,6,0.0,13.95,11.79,Stable,1.7552393965921231,False,False,True,43.900445456293824,33.33333333333333,Avoid,626.0999755859375
COSMOFIRST,10.0,18,10,1,0,0.0,2.4,1.49,Rising,5.598852305418189,False,False,False,69.2633035270951,32.5,Avoid,877.5499877929688
WSTCSTPAPR,12.0,11,10,5,0,0.0,2.59,13.62,Rising,7.744040334806668,False,False,False,79.08426665162072,31.666666666666664,Avoid,560.7000122070312
KOTHARIPET,12.0,15,10,1,0,0.0,0.0,0.1,Rising,2.9964559930530266,False,False,False,75.29549631128984,31.666666666666664,Avoid,133.7100067138672
STEELCAS,4.0,15,10,1,6,0.0,0.29,2.55,Declining,2.9343520969552284,False,False,True,48.29730492450967,30.0,Avoid,310.45001220703125
KRYSTAL,8.0,8,10,1,6,0.0,1.77,3.76,Rising,0.06663834901228238,False,False,True,62.464894520279536,27.500000000000004,Avoid,600.5999755859375
ANUP,4.0,9,10,5,0,0.0,2.88,16.52,Stable,-2.7373885192036873,False,False,False,52.23400087440878,23.333333333333332,Avoid,2107.0
SIGNPOST,4.0,9,10,1,0,0.0,0.23,0.02,Stable,-7.831143035023147,False,False,False,52.202830804529796,20.0,Avoid,301.29998779296875
SPAL,4.0,5,10,5,0,0.0,1.49,16.15,Stable,-1.4916335024072302,False,False,False,27.402858514950985,20.0,Avoid,977.4000244140625
SHREEPUSHK,4.0,5,10,1,0,0.0,0.5,0.0,Declining,-4.290267286554828,False,False,False,29.617963613567706,16.666666666666664,Avoid,390.3999938964844
