symbol,volume_conviction,accumulation_pattern,sector_strength,institutional_score,multibagger_bonus,delivery_pct,fii_holding,dii_holding,volume_trend,price_momentum,block_buying_detected,sustained_volume,price_tightening,volume_distribution,total_score,signal,close
KRONOX,52.0,18,10,1,0,0.0,0.04,2.07,Declining,0.7542750506633888,False,False,False,87.20163665300451,67.5,Buy,189.67999267578125
ANTELOPUS,52.0,18,10,1,0,0.0,0.41,0.76,Rising,21.754993542164925,False,False,False,97.28062935121106,67.5,Buy,951.1500244140625
ZIMLAB,52.0,15,10,1,0,0.0,0.03,1.34,Rising,6.980271486044098,False,False,False,77.39258343708826,65.0,Buy,133.9499969482422
BLUSPRING,44.0,18,10,3,0,0.0,5.69,8.64,Declining,0.6689000449552118,False,False,False,74.70860551411273,62.5,Watch,132.44000244140625
CENTENKA,52.0,11,10,1,0,0.0,1.96,0.0,Rising,10.058466841002911,False,False,False,98.02900296944267,61.66666666666667,Watch,602.3499755859375
KALYANKJIL,10.0,15,10,8,6,0.0,10.82,15.83,Rising,-6.245032346305701,False,False,True,68.55805406579708,40.833333333333336,Avoid,590.0
INDIANHUME,18.0,15,10,1,0,0.0,0.39,0.75,Declining,-0.5500815819137972,False,False,False,79.62768145661465,36.666666666666664,Avoid,388.70001220703125
FEDERALBNK,4.0,12,10,8,6,0.0,27.71,49.27,Declining,2.479703774143016,False,False,True,28.980956401638778,33.33333333333333,Avoid,353.3500061035156
360ONE,4.0,12,10,8,6,0.0,58.55,18.7,Rising,-1.8853780043085577,False,False,True,37.10773019782315,33.33333333333333,Avoid,1181.300048828125
ICIL,8.0,15,10,5,0,0.0,10.14,5.82,Rising,5.609352938679191,False,False,False,61.93198656867741,31.666666666666664,Avoid,447.1499938964844
PGIL,8.0,12,10,8,0,0.0,6.82,19.16,Rising,2.910931122833005,False,False,False,63.96214962812541,31.666666666666664,Avoid,2361.60009765625
RBLBANK,6.0,8,10,8,6,0.0,8.77,16.92,Stable,1.0378827356894993,False,False,True,59.49730590288953,31.666666666666664,Avoid,389.3999938964844
KHAITANLTD,12.0,15,10,1,0,0.0,0.0,0.03,Rising,6.894219100126442,False,False,False,91.49736644093304,31.666666666666664,Avoid,158.14999389648438
PANAMAPET,10.0,15,10,3,0,0.0,11.72,0.67,Stable,3.79639319119498,False,False,False,69.85690935157199,31.666666666666664,Avoid,489.3999938964844
BASF,4.0,12,10,3,6,0.0,5.21,6.29,Stable,-0.912615292504726,False,False,True,36.36460654760037,29.166666666666668,Avoid,3811.0
ARROWGREEN,6.0,18,10,1,0,0.0,0.2,0.99,Stable,11.914096579568811,False,False,False,59.019701243303125,29.166666666666668,Avoid,771.2000122070312
PIDILITIND,4.0,8,10,6,6,0.0,11.69,9.81,Rising,-1.1473429951690872,False,False,True,49.02710009239832,28.333333333333332,Avoid,1637.0
BAJAJFINSV,4.0,8,10,5,6,0.0,6.9,12.11,Declining,-0.611811711824195,False,False,True,13.874461803206456,27.500000000000004,Avoid,1990.0
SENORES,4.0,12,10,5,0,0.0,6.62,9.77,Stable,-1.7021548895634564,False,False,False,51.19803635305067,25.833333333333336,Avoid,1449.5
DICIND,6.0,12,10,1,0,0.0,0.0,0.0,Stable,-4.116081906278302,False,False,False,57.78962039845864,24.166666666666668,Avoid,576.5499877929688
ZENTEC,4.0,9,10,5,0,0.0,6.47,10.42,Stable,0.1917177939749104,False,False,False,36.88142597709318,23.333333333333332,Avoid,1829.0999755859375
CHEVIOT,6.0,5,10,1,6,0.0,0.29,0.0,Stable,1.3030398064415083,False,False,True,56.8002180430635,23.333333333333332,Avoid,1150.5999755859375
UYFINCORP,4.0,12,10,1,0,0.0,0.06,0.0,Declining,-4.079600394337202,False,False,False,37.46639760986288,22.5,Avoid,19.280000686645508
RUBYMILLS,4.0,12,10,1,0,0.0,0.02,0.1,Declining,1.6393427245240622,False,False,False,33.66550559149359,22.5,Avoid,396.79998779296875
PARAS,4.0,9,10,3,0,0.0,8.29,3.04,Declining,-2.7995647183390093,False,False,False,40.21879274571722,21.666666666666668,Avoid,1413.0999755859375
CHEMBONDCH,4.0,9,10,1,0,0.0,0.65,2.65,Declining,-3.1277803720534347,False,False,False,52.70675913466515,20.0,Avoid,261.3999938964844
REGAAL,4.0,9,10,1,0,0.0,0.31,2.58,Stable,-2.4290650408337444,False,False,False,37.85383383416783,20.0,Avoid,90.77999877929688
MWL,4.0,9,10,1,0,0.0,0.26,0.0,Rising,-2.024487859470403,False,False,False,34.63844349990473,20.0,Avoid,39.20000076293945
UNIVASTU,4.0,9,10,1,0,0.0,0.01,0.0,Declining,2.434977018443596,False,False,False,43.485537147666854,20.0,Avoid,160.6999969482422
RITCO,4.0,5,10,1,0,0.0,0.03,2.73,Declining,-2.0316085735399336,False,False,False,50.200804362859564,16.666666666666664,Avoid,303.79998779296875
